id,german,word_class,gender,plural,english,pronunciation,theme,antonym,example_de,example_en
"341","der Kühlschrank","Nomen","der","die Kühlschränke","refrigerator / fridge","kuel-shrahnk","Wohnen, Haus & Haushalt","der Herd","Haben wir noch Milch? - Ja, im Kühlschrank.","Do we still have milk? - Yes, in the refrigerator."
"342","lachen","Verb","","","to laugh","lah-khen","Gefühle, Charakter & Meinung","weinen","Die Kinder lachen viel.","The children laugh a lot."
"343","der Laden","Nomen","der","die Läden","shop / store","lah-den","Einkaufen, Geld & Konsum","","Im Buchladen können Sie Bücher kaufen.","In the bookstore you can buy books."
"344","das Land","Nomen","das","die Länder","country / land","lahnt","Basiswortschatz & Floskeln","die Stadt","Italien ist ein schönes Land.","Italy is a beautiful country."
"345","lang","Adjektiv","","","long","lahng","Eigenschaften & Adjektive","kurz","Die Jeans ist zu lang.","The jeans are too long."
"346","lange","Andere","","","for a long time / long","lahng-eh","Uhrzeit, Datum & Kalender","kurz","Wie lange fährt der Zug von Hamburg nach Berlin?","How long does the train take from Hamburg to Berlin?"
"347","langsam","Adjektiv","","","slow / slowly","lahng-zahm","Eigenschaften & Adjektive","schnell","Könnten Sie bitte etwas langsamer sprechen?","Could you please speak a little slower?"
"348","laufen","Verb","","","to walk / to run","low-fen","Allgemeine Aktivitäten & Verben","stehen","Ich möchte nicht Auto fahren, ich möchte laufen.","I do not want to drive a car, I want to walk."
"349","laut","Adjektiv","","","loud / noisy","lowt","Eigenschaften & Adjektive","leise","Nicht so laut! Das Baby schläft.","Not so loud! The baby is sleeping."
"350","leben","Verb","","","to live","ley-ben","Allgemeine Aktivitäten & Verben","sterben","Sie lebt bei ihrer Schwester. Ihre Eltern leben nicht mehr.","She lives with her sister. Her parents are no longer alive."
"351","das Leben","Nomen","das","die Leben","life","ley-ben","Basiswortschatz & Floskeln","der Tod","Das Leben in diesem Land ist teuer.","Life in this country is expensive."
"352","das Lebensmittel","Nomen","das","die Lebensmittel","food / grocery","ley-bens-mit-tel","Essen, Kochen & Restaurant","","Lebensmittel bekommen Sie im Supermarkt.","You get groceries in the supermarket."
"353","ledig","Adjektiv","","","single / unmarried","ley-dikh","Person, Familie & Beziehungen","verheiratet","Sind Sie verheiratet? - Nein. Ledig.","Are you married? - No. Single."
"354","legen","Verb","","","to lay / to put","ley-gen","Allgemeine Aktivitäten & Verben","nehmen","Legen Sie das Buch auf den Tisch.","Put the book on the table."
"355","der Lehrer","Nomen","der","die Lehrer","teacher (male)","ley-rer","Ausbildung, Schule & Studium","der Schüler","Unsere Deutschlehrerin heißt Frau Müller.","Our German teacher is Mrs. Müller."
"356","die Lehrerin","Nomen","die","die Lehrerinnen","teacher (female)","ley-rer-in","Ausbildung, Schule & Studium","die Schülerin","Unsere Deutschlehrerin heißt Frau Müller.","Our German teacher is Mrs. Müller."
"357","leicht","Adjektiv","","","light / easy","lykht","Eigenschaften & Adjektive","schwer","Der Koffer ist leicht. Deutsch ist nicht leicht.","The suitcase is light. German is not easy."
"358","leider","Andere","","","unfortunately","ly-der","Basiswortschatz & Floskeln","zum Glück","Leider kann ich nicht kommen. Ich muss zum Arzt.","Unfortunately I cannot come. I have to go to the doctor."
"359","leise","Adjektiv","","","quiet / softly","ly-zeh","Eigenschaften & Adjektive","laut","Seid leise. Die anderen schlafen schon.","Be quiet. The others are already sleeping."
"360","lernen","Verb","","","to learn / to study","lair-nen","Ausbildung, Schule & Studium","verlernen","Wie lange lernen Sie schon Deutsch?","How long have you been learning German?"
"361","lesen","Verb","","","to read","ley-zen","Ausbildung, Schule & Studium","","Ich lese ein Buch von García Márquez.","I am reading a book by García Márquez."
"362","letzt-","Adjektiv","","","last","letst","Uhrzeit, Datum & Kalender","erst-","Morgen ist der letzte Kurstag.","Tomorrow is the last day of the course."
"363","die Leute","Nomen","die","","people","loy-teh","Person, Familie & Beziehungen","","In der Disko sind viele Leute.","There are many people in the disco."
"364","das Licht","Nomen","das","die Lichter","light","likht","Wohnen, Haus & Haushalt","die Dunkelheit","Wo macht man hier das Licht an?","Where do you turn on the light here?"
"365","lieb-","Adjektiv","","","dear / kind","leep","Gefühle, Charakter & Meinung","böse","Liebe Susanne, lieber Hans,","Dear Susanne, dear Hans,"
"366","lieben","Verb","","","to love","lee-ben","Gefühle, Charakter & Meinung","hassen","Ich liebe dich!","I love you!"
"367","lieber","Andere","","","rather / prefer to","lee-ber","Gefühle, Charakter & Meinung","","Sie fährt lieber mit der Bahn.","She prefers to travel by train."
"368","das Lied","Nomen","das","die Lieder","song","leet","Freizeit, Hobbys & Unterhaltung","","Welches ist dein Lieblingslied?","Which is your favorite song?"
"369","liegen","Verb","","","to lie / to be located","lee-gen","Allgemeine Aktivitäten & Verben","stehen","Um neun Uhr liegt Judith noch im Bett. Frankfurt liegt am Main.","At nine o'clock Judith is still lying in bed. Frankfurt is located on the Main."
"370","links","Andere","","","left / on the left","links","Basiswortschatz & Floskeln","rechts","Gehen Sie die nächste Straße links.","Take the next street on the left."
"371","der Lkw","Nomen","der","die Lkws","truck / lorry","el-kah-vey","Reise, Verkehr & Mobilität","der Pkw","Dieser Lastkraftwagen ist sehr groß.","This truck is very big."
"372","das Lokal","Nomen","das","die Lokale","pub / restaurant","lo-kahl","Essen, Kochen & Restaurant","","In unserer Straße gibt es ein neues Lokal.","There is a new pub in our street."
"373","lustig","Adjektiv","","","funny / fun","loos-tikh","Eigenschaften & Adjektive","traurig","Frau Mertens ist lustig. Sie lacht immer.","Mrs. Mertens is funny. She always laughs."
"374","die Lösung","Nomen","die","die Lösungen","solution","lur-zoong","Ausbildung, Schule & Studium","das Problem","Die Lösung ist ganz einfach.","The solution is quite simple."
"375","machen","Verb","","","to do / to make","mah-khen","Allgemeine Aktivitäten & Verben","","Was machst du heute Abend? Ich muss jetzt das Essen machen. Das macht 5 Euro 95. Das macht nichts.","What are you doing tonight? I have to make the food now. That makes 5 euros 95. That does not matter."
"376","man","Andere","","","one / you (general)","mahn","Grammatik, Pronomen & Struktur","","Hier darf man nicht rauchen.","One is not allowed to smoke here."
"377","der Mann","Nomen","der","die Männer","man / husband","mahn","Person, Familie & Beziehungen","die Frau","Mein Mann arbeitet bei der Polizei.","My husband works for the police."
"378","die Maschine","Nomen","die","die Maschinen","machine","mah-shee-neh","Wohnen, Haus & Haushalt","","Die Waschmaschine ist günstig.","The washing machine is cheap."
"379","das Meer","Nomen","das","die Meere","sea / ocean","mair","Natur, Umwelt & Tiere","das Land","Wir machen Urlaub am Meer.","We are taking a vacation by the sea."
"380","mehr","Andere","","","more","mair","Zahlen, Maße & Mengen","weniger","Dieses Auto kostet 1.000 Euro mehr als das andere.","This car costs 1,000 euros more than the other."
"381","mein","Andere","","","my","mine","Grammatik, Pronomen & Struktur","dein","Mein Vater ist Arzt.","My father is a doctor."
"382","meist-","Andere","","","most","myst","Zahlen, Maße & Mengen","wenigst-","Die meisten Norddeutschen sind sehr groß.","Most North Germans are very tall."
"383","der Mensch","Nomen","der","die Menschen","human / person","mensh","Person, Familie & Beziehungen","das Tier","Die Menschen sind hier anders als bei uns.","The people here are different than where we live."
"384","die Miete","Nomen","die","die Mieten","rent","mee-teh","Wohnen, Haus & Haushalt","","Die Miete für diese Wohnung ist 600 Euro.","The rent for this apartment is 600 euros."
"385","mieten","Verb","","","to rent","mee-ten","Wohnen, Haus & Haushalt","vermieten","Ich möchte ein Auto mieten.","I would like to rent a car."
"386","die Milch","Nomen","die","","milk","milkh","Essen, Kochen & Restaurant","","Die Milch steht im Kühlschrank.","The milk is in the refrigerator."
"387","mit","Präposition","","","with","mit","Grammatik, Pronomen & Struktur","ohne","Trinken Sie den Kaffee mit Milch?","Do you drink the coffee with milk?"
"388","mitbringen","Verb","","","to bring along / to bring with","mit-bring-en","Allgemeine Aktivitäten & Verben","","Ich gehe einkaufen. Soll ich dir was mitbringen?","I am going shopping. Should I bring you something?"
"389","mitkommen","Verb","","","to come along / to come with","mit-kom-men","Allgemeine Aktivitäten & Verben","","Ich gehe ins Kino. Kommst du mit?","I am going to the cinema. Are you coming along?"
"390","mitmachen","Verb","","","to participate / to join in","mit-mah-khen","Allgemeine Aktivitäten & Verben","","Warum macht ihr nicht mit?","Why don't you join in?"
"391","mitnehmen","Verb","","","to take along / to take with","mit-ney-men","Allgemeine Aktivitäten & Verben","dalassen","Nehmen wir meine Schwester ins Kino mit?","Are we taking my sister along to the cinema?"
"392","die Mitte","Nomen","die","die Mitten","middle / center","mit-teh","Basiswortschatz & Floskeln","der Rand","Der Lehrer steht in der Mitte des Klassenzimmers.","The teacher stands in the middle of the classroom."
"393","der Moment","Nomen","der","die Momente","moment","mo-ment","Basiswortschatz & Floskeln","","Moment mal bitte! Einen Moment bitte.","Just a moment please! One moment please."
"394","morgen","Andere","","","tomorrow","mor-gen","Uhrzeit, Datum & Kalender","gestern","Morgen beginnt die Schule um 10 Uhr.","Tomorrow school begins at 10 o'clock."
"395","der Mund","Nomen","der","die Münder","mouth","moont","Gesundheit, Körper & Pflege","","Öffnen Sie den Mund.","Open your mouth."
"396","die Mutter","Nomen","die","die Mütter","mother","moot-ter","Person, Familie & Beziehungen","der Vater","Frau Berghäuser ist die Mutter von Michaela.","Mrs. Berghäuser is the mother of Michaela."
"397","das Mädchen","Nomen","das","die Mädchen","girl","mait-khen","Person, Familie & Beziehungen","der Junge","Familie Kurz bekommt ein Baby. - Junge oder Mädchen?","The Kurz family is having a baby. - Boy or girl?"
"398","männlich","Adjektiv","","","male / masculine","men-likh","Person, Familie & Beziehungen","weiblich","Kreuzen Sie bitte an: „weiblich“ oder „männlich“.","Please cross: ""female"" or ""male""."
"399","die Möbel","Nomen","die","","furniture","mue-bel","Wohnen, Haus & Haushalt","","Sind die Möbel neu?","Is the furniture new?"
"400","möchten","Verb","","","would like to","muekh-ten","Allgemeine Aktivitäten & Verben","","Was möchten Sie trinken?","What would you like to drink?"
"401","mögen","Verb","","","to like","mue-gen","Allgemeine Aktivitäten & Verben","hassen","Magst du Kaffee oder Tee?","Do you like coffee or tea?"
"402","möglich","Adjektiv","","","possible","mueg-likh","Eigenschaften & Adjektive","unmöglich","Mit dieser Fahrkarte ist die Fahrt ab 9 Uhr möglich.","With this ticket the journey is possible from 9 o'clock."
"403","müde","Adjektiv","","","tired","mue-deh","Eigenschaften & Adjektive","wach","Ich bin müde. Ich gehe schlafen.","I am tired. I am going to sleep."
"404","müssen","Verb","","","must / to have to","mues-sen","Allgemeine Aktivitäten & Verben","dürfen","Ich muss jeden Tag von 8 Uhr bis 18 Uhr arbeiten.","I must work every day from 8 am to 6 pm."
"405","nach","Andere","","","to / after / past","nahkh","Grammatik, Pronomen & Struktur","vor","Ich gehe jetzt nach Hause. Ich fliege nach München. Es ist schon 5 nach 12.","I am going home now. I am flying to Munich. It is already 5 past 12."
"406","der Name","Nomen","der","die Namen","name","nah-meh","Person, Familie & Beziehungen","","Mein Name ist Thomas Schmidt. Mein Vorname ist Thomas; Schmidt ist der Familienname.","My name is Thomas Schmidt. My first name is Thomas; Schmidt is the family name."
"407","nehmen","Verb","","","to take","ney-men","Allgemeine Aktivitäten & Verben","geben","Heute gibt es Hähnchen. Das nehme ich. Ich nehme den Bus.","Today there is chicken. I will take that. I am taking the bus."
"408","nein","Andere","","","no","nine","Basiswortschatz & Floskeln","ja","Fährst du auch nach München? - Nein, ich habe keine Zeit.","Are you also driving to Munich? - No, I have no time."
"409","neu","Adjektiv","","","new","noy","Eigenschaften & Adjektive","alt","Ich bin der neue Kollege. Wir haben eine neue Wohnung.","I am the new colleague. We have a new apartment."
"410","nicht","Andere","","","not","nikht","Grammatik, Pronomen & Struktur","doch","Das stimmt nicht. Das ist doch schön, nicht?","That is not true. That is beautiful, isn't it?"
"411","nichts","Andere","","","nothing","nikhts","Grammatik, Pronomen & Struktur","alles","Das macht nichts. Hier kaufe ich nichts. Der Laden gefällt mir nicht.","That does not matter. I buy nothing here. I do not like the store."
"412","nie","Andere","","","never","nee","Uhrzeit, Datum & Kalender","immer","Er kommt nie pünktlich.","He never comes on time."
"413","noch","Andere","","","still / yet / more","nokh","Basiswortschatz & Floskeln","schon","Vielleicht kommt er noch. Wir warten noch fünf Minuten. Ich habe noch 20 Euro.","Maybe he is still coming. We are waiting another five minutes. I still have 20 euros."
"414","normal","Adjektiv","","","normal","nor-mahl","Eigenschaften & Adjektive","unnormal","75 kg. Sein Gewicht ist normal.","75 kg. His weight is normal."
"415","die Nummer","Nomen","die","die Nummern","number","noom-mer","Zahlen, Maße & Mengen","","Sie haben Zimmer Nummer zwölf. Welche Hausnummer haben Sie? Können Sie mir Ihre Nummer geben?","You have room number twelve. What house number do you have? Can you give me your number?"
"416","nur","Andere","","","only / just","noor","Grammatik, Pronomen & Struktur","","Ich möchte nur ein Glas Wasser.","I would only like a glass of water."
"417","nächst-","Adjektiv","","","next","nekhst","Uhrzeit, Datum & Kalender","letzt-","Sehen wir uns nächste Woche?","Will we see each other next week?"
"418","oben","Andere","","","upstairs / above","oh-ben","Wohnen, Haus & Haushalt","unten","Ich wohne oben.","I live upstairs."
"419","das Obst","Nomen","das","","fruit","ohpst","Essen, Kochen & Restaurant","das Gemüse","Im Sommer ist das Obst billig.","In summer fruit is cheap."
"420","oder","Andere","","","or","oh-der","Grammatik, Pronomen & Struktur","und","Wann können Sie kommen - heute oder morgen?","When can you come - today or tomorrow?"
"421","oft","Adverb","","","often","oft","Uhrzeit, Datum & Kalender","selten","Petra treffe ich oft.","I meet Petra often."
"422","ohne","Präposition","","","without","oh-neh","Grammatik, Pronomen & Struktur","mit","Ohne Geld kann er nichts kaufen.","Without money he can buy nothing."
"423","die Oma","Nomen","die","die Omas","grandma / granny","oh-mah","Person, Familie & Beziehungen","der Opa","Meine Oma ist schon tot.","My grandma is already dead."
"424","der Opa","Nomen","der","die Opas","grandpa / granddad","oh-pah","Person, Familie & Beziehungen","die Oma","Mein Opa heißt Hans.","My grandpa's name is Hans."
"425","die Ordnung","Nomen","die","","order / tidiness","ort-noong","Basiswortschatz & Floskeln","die Unordnung","Das ist in Ordnung.","That is fine."
"426","der Ort","Nomen","der","die Orte","place / town / location","ort","Basiswortschatz & Floskeln","","Der Ort liegt am Meer.","The place is located by the sea."
"427","das Papier","Nomen","das","die Papiere","paper","pah-peer","Ausbildung, Schule & Studium","","Hier sind Papier und Bleistift.","Here are paper and a pencil."
"428","die Papiere","Nomen","die","","documents / papers","pah-pee-reh","Staat, Gesellschaft & Dokumente","","Haben Sie Ihre Papiere dabei?","Do you have your papers with you?"
"429","der Partner","Nomen","der","die Partner","partner (male)","part-ner","Person, Familie & Beziehungen","","Sie ist meine Partnerin.","She is my partner."
"430","die Partnerin","Nomen","die","die Partnerinnen","partner (female)","part-ner-in","Person, Familie & Beziehungen","","Sie ist meine Partnerin.","She is my partner."
"431","die Party","Nomen","die","die Partys","party","par-tee","Freizeit, Hobbys & Unterhaltung","","Heute Abend machen wir eine Party.","Tonight we are having a party."
"432","der Pass","Nomen","der","die Pässe","passport","pahs","Staat, Gesellschaft & Dokumente","","Im Hotel brauchst du deinen Pass.","In the hotel you need your passport."
"433","die Pause","Nomen","die","die Pausen","break / pause","pow-zeh","Arbeit, Beruf & Karriere","","Von 12.00 bis 12.30 Uhr haben wir Mittagspause.","From 12.00 to 12.30 we have a lunch break."
"434","der Plan","Nomen","der","die Pläne","plan / map","plahn","Reise, Verkehr & Mobilität","","Ich kaufe mir einen Stadtplan.","I am buying a city map."
"435","der Platz","Nomen","der","die Plätze","seat / place / square","plahts","Basiswortschatz & Floskeln","","Tut mir leid, der Platz ist besetzt. Bitte nehmen Sie Platz! Ich wohne Messeplatz 5.","I am sorry, the seat is taken. Please take a seat! I live at Messeplatz 5."
"436","die Polizei","Nomen","die","","police","po-lee-tsy","Staat, Gesellschaft & Dokumente","","Holen Sie die Polizei!","Call the police!"
"437","die Pommes frites","Nomen","die","","French fries","pom freet","Essen, Kochen & Restaurant","","Die Kinder essen Hähnchen mit Pommes frites.","The children eat chicken with French fries."
"438","die Post","Nomen","die","","post office / mail","post","Kommunikation, Medien & Sprache","","Wo ist die Post, bitte? Ist Post da?","Where is the post office, please? Is there mail?"
"439","die Postleitzahl","Nomen","die","die Postleitzahlen","postal code / zip code","post-lyte-tsahl","Kommunikation, Medien & Sprache","","Wie ist Ihre Postleitzahl?","What is your postal code?"
"440","das Praktikum","Nomen","das","die Praktika","internship / practical training","prahk-tee-koom","Arbeit, Beruf & Karriere","","Ich mache ein Praktikum bei Siemens.","I am doing an internship at Siemens."
"441","die Praxis","Nomen","die","die Praxen","doctor's office / practice","prahk-sis","Gesundheit, Körper & Pflege","die Theorie","Die Praxis ist ab acht Uhr geöffnet.","The practice is open from eight o'clock."
"442","der Preis","Nomen","der","die Preise","price","price","Einkaufen, Geld & Konsum","","Die Preise sind hoch.","The prices are high."
"443","das Problem","Nomen","das","die Probleme","problem","pro-bleym","Basiswortschatz & Floskeln","die Lösung","Mein Problem ist die Sprache.","My problem is the language."
"444","der Prospekt","Nomen","der","die Prospekte","brochure / leaflet","pros-pekt","Reise, Verkehr & Mobilität","","Bitte schicken Sie mir einen Prospekt von Ihrem Hotel.","Please send me a brochure of your hotel."
"445","die Prüfung","Nomen","die","die Prüfungen","exam / examination / test","prue-foong","Ausbildung, Schule & Studium","","Die Prüfung ist am Montag um 8.00 Uhr.","The exam is on Monday at 8.00 am."
"446","pünktlich","Adjektiv","","","punctual / on time","puenkt-likh","Uhrzeit, Datum & Kalender","unpünktlich","Der Bus fährt pünktlich um acht Uhr. Herr Müller ist immer pünktlich.","The bus departs punctually at eight o'clock. Mr. Müller is always punctual."
"447","rauchen","Verb","","","to smoke","row-khen","Allgemeine Aktivitäten & Verben","","Ich rauche nicht.","I do not smoke."
"448","der Raum","Nomen","der","die Räume","room / space","rowm","Ausbildung, Schule & Studium","","Der Unterricht ist in Raum 332.","The class is in room 332."
"449","die Rechnung","Nomen","die","die Rechnungen","bill / check / invoice","rekh-noong","Essen, Kochen & Restaurant","","Die Rechnung, bitte.","The bill, please."
"450","rechts","Andere","","","right / on the right","rekhts","Basiswortschatz & Floskeln","links","Die Schillerstraße ist hier rechts.","Schillerstraße is here on the right."
"451","der Regen","Nomen","der","","rain","rey-gen","Natur, Umwelt & Tiere","die Sonne","Bei diesem Regen gehe ich nicht raus.","In this rain I am not going out."
"452","regnen","Verb","","","to rain","reyg-nen","Natur, Umwelt & Tiere","","Heute regnet es.","Today it is raining."
"453","der Reis","Nomen","der","","rice","rice","Essen, Kochen & Restaurant","","Ich esse gern Reis.","I like to eat rice."
"454","die Reise","Nomen","die","die Reisen","trip / journey / travel","ry-zeh","Reise, Verkehr & Mobilität","","Wir machen eine Reise nach Österreich.","We are taking a trip to Austria."
"455","das Reisebüro","Nomen","das","die Reisebüros","travel agency","ry-zeh-bue-ro","Reise, Verkehr & Mobilität","","Mein Mann arbeitet im Reisebüro.","My husband works in the travel agency."
"456","der Reiseführer","Nomen","der","die Reiseführer","travel guide / guidebook","ry-zeh-fue-rer","Reise, Verkehr & Mobilität","","Ich kaufe mir einen Reiseführer von Berlin. Unser Reiseführer heißt Peter.","I am buying a travel guide for Berlin. Our tour guide is named Peter."
"457","reisen","Verb","","","to travel","ry-zen","Reise, Verkehr & Mobilität","","Ich reise gern.","I like to travel."
"458","die Reparatur","Nomen","die","die Reparaturen","repair","re-pah-rah-toor","Basiswortschatz & Floskeln","","Die Reparatur ist sehr teuer.","The repair is very expensive."
"459","reparieren","Verb","","","to repair / to fix","re-pah-ree-ren","Allgemeine Aktivitäten & Verben","kaputtmachen","Er hat das Fahrrad repariert.","He repaired the bicycle."
"460","das Restaurant","Nomen","das","die Restaurants","restaurant","res-to-rahnt","Essen, Kochen & Restaurant","","Wir essen heute in einem Restaurant.","We are eating in a restaurant today."
"461","die Rezeption","Nomen","die","die Rezeptionen","reception / front desk","re-tsep-tsyon","Reise, Verkehr & Mobilität","","Fragen Sie bitte im Hotel an der Rezeption.","Please ask at the reception in the hotel."
"462","richtig","Adjektiv","","","right / correct","rikh-tikh","Eigenschaften & Adjektive","falsch","Habe ich das richtig verstanden? Das ist richtig.","Did I understand that correctly? That is correct."
"463","riechen","Verb","","","to smell","ree-khen","Allgemeine Aktivitäten & Verben","stinken","Dieser Wein riecht gut.","This wine smells good."
"464","ruhig","Adjektiv","","","quiet / calm / peaceful","roo-ikh","Eigenschaften & Adjektive","laut","Ich möchte ein ruhiges Zimmer.","I would like a quiet room."
"465","der Saft","Nomen","der","die Säfte","juice","zahft","Essen, Kochen & Restaurant","","Möchtest du einen Apfelsaft?","Would you like an apple juice?"
"466","sagen","Verb","","","to say / to tell","zah-gen","Kommunikation, Medien & Sprache","schweigen","Sag mal, wie geht es dir denn?","Tell me, how are you doing?"
"467","der Salat","Nomen","der","die Salate","salad / lettuce","zah-laht","Essen, Kochen & Restaurant","","Wie schmeckt dir der Salat?","How does the salad taste to you?"
"468","das Salz","Nomen","das","","salt","zahlts","Essen, Kochen & Restaurant","der Zucker","Herr Ober, kann ich bitte Salz haben?","Waiter, can I please have some salt?"
"469","die S-Bahn","Nomen","die","die S-Bahnen","suburban train / city train","es-bahn","Reise, Verkehr & Mobilität","das Auto","Ich nehme lieber die S-Bahn.","I prefer to take the S-Bahn."
"470","der Schalter","Nomen","der","die Schalter","counter / switch","shahl-ter","Basiswortschatz & Floskeln","","Gehen Sie bitte zum Schalter drei!","Please go to counter three!"
"471","scheinen","Verb","","","to shine / to seem","shy-nen","Natur, Umwelt & Tiere","","Die Sonne scheint.","The sun is shining."
"472","schicken","Verb","","","to send","shik-ken","Allgemeine Aktivitäten & Verben","bekommen","Bitte schicken Sie mir eine E-Mail.","Please send me an e-mail."
"473","das Schild","Nomen","das","die Schilder","sign / signboard","shilt","Basiswortschatz & Floskeln","","Haben Sie nicht das Schild gesehen?","Did you not see the sign?"
"474","der Schinken","Nomen","der","die Schinken","ham","shing-ken","Essen, Kochen & Restaurant","","Ich möchte gern ein Schinkenbrot.","I would like a ham sandwich."
"475","schlafen","Verb","","","to sleep","shlah-fen","Allgemeine Aktivitäten & Verben","aufwachen","Ich schlafe meistens acht Stunden.","I usually sleep eight hours."
"476","schlecht","Adjektiv","","","bad / poor / sick","shlekht","Gefühle, Charakter & Meinung","gut","Mir ist schlecht! Sie sehen schlecht aus. Wir haben schlechtes Wetter.","I feel sick! You look bad. We have bad weather."
"477","schließen","Verb","","","to close / to shut","shlee-sen","Allgemeine Aktivitäten & Verben","öffnen","Bitte, schließen Sie die Tür.","Please, close the door."
"478","der Schluss","Nomen","der","die Schlüsse","end / conclusion","shloos","Basiswortschatz & Floskeln","der Anfang","Ich muss jetzt Schluss machen. Zum Schluss gibt er uns allen die Hand.","I must finish now. At the end he gives everyone his hand."
"479","der Schlüssel","Nomen","der","die Schlüssel","key","shlues-sel","Wohnen, Haus & Haushalt","","Ich gebe Ihnen noch den Zimmerschlüssel.","I will give you the room key."
"480","schmecken","Verb","","","to taste","shmek-ken","Essen, Kochen & Restaurant","","Schmeckt das gut?","Does that taste good?"
"481","schnell","Adjektiv","","","fast / quick","shnel","Eigenschaften & Adjektive","langsam","Er fährt schnell.","He drives fast."
"482","schon","Andere","","","already","shohn","Uhrzeit, Datum & Kalender","noch nicht","Ist das Essen schon fertig?","Is the food already ready?"
"483","der Schrank","Nomen","der","die Schränke","closet / cupboard / cabinet","shrahnk","Wohnen, Haus & Haushalt","","Die Gläser stehen im Schrank.","The glasses stand in the cupboard."
"484","schreiben","Verb","","","to write","shry-ben","Kommunikation, Medien & Sprache","lesen","Er schreibt jeden Tag fünfzig E-Mails.","He writes fifty e-mails every day."
"485","der Schuh","Nomen","der","die Schuhe","shoe","shoo","Einkaufen, Geld & Konsum","","Zieh die Schuhe aus!","Take off your shoes!"
"486","die Schule","Nomen","die","die Schulen","school","shoo-leh","Ausbildung, Schule & Studium","","Meine Tochter geht schon in die Schule. Die Schule ist gleich hier um die Ecke.","My daughter already goes to school. The school is right around the corner."
"487","schwer","Adjektiv","","","heavy / difficult / hard","shvair","Eigenschaften & Adjektive","leicht","Ist Ihr Gepäck sehr schwer? Das ist eine schwere Arbeit.","Is your luggage very heavy? That is hard work."
"488","die Schwester","Nomen","die","die Schwestern","sister","shves-ter","Person, Familie & Beziehungen","der Bruder","Meine Schwester kommt am Dienstag.","My sister is coming on Tuesday."
"489","das Schwimmbad","Nomen","das","die Schwimmbäder","swimming pool","shvim-baht","Freizeit, Hobbys & Unterhaltung","","Kommst du mit ins Schwimmbad?","Are you coming to the swimming pool?"
"490","schwimmen","Verb","","","to swim","shvim-men","Freizeit, Hobbys & Unterhaltung","","Ich schwimme jeden Tag einen Kilometer.","I swim a kilometer every day."
"491","schön","Adjektiv","","","beautiful / nice","shurn","Eigenschaften & Adjektive","hässlich","Schönen Urlaub! Das ist sehr schön.","Have a nice holiday! That is very beautiful."
"492","der Schüler","Nomen","der","die Schüler","student / pupil (male)","shue-ler","Ausbildung, Schule & Studium","der Lehrer","In meinem Kurs sind acht Schülerinnen und fünf Schüler.","In my course there are eight female students and five male students."
"493","der See","Nomen","der","die Seen","lake","zey","Natur, Umwelt & Tiere","das Meer","Komm, wir fahren zum Starnberger See.","Come, we are driving to Lake Starnberg."
"494","sehen","Verb","","","to see","zey-hen","Allgemeine Aktivitäten & Verben","","Ich kann dich nicht sehen. Ich habe diesen Jungen schon einmal gesehen.","I cannot see you. I have seen this boy once before."
"495","die Sehenswürdigkeit","Nomen","die","die Sehenswürdigkeiten","sight / tourist attraction","zey-hens-vuer-dikh-kite","Reise, Verkehr & Mobilität","","Welche Sehenswürdigkeiten gibt es in Frankfurt?","What sights are there in Frankfurt?"
"496","sehr","Adverb","","","very / much","zair","Basiswortschatz & Floskeln","wenig","Danke sehr! Das ist sehr schwer.","Thank you very much! That is very heavy."
"497","sein","Verb","","","to be","zine","Allgemeine Aktivitäten & Verben","","Herr Müller ist in seinem Zimmer. Mir ist kalt. Ich bin dreiundzwanzig.","Mr. Müller is in his room. I am cold. I am twenty-three."
"498","seit","Präposition","","","since / for","zite","Grammatik, Pronomen & Struktur","","Ich wohne seit drei Jahren in Köln.","I have been living in Cologne for three years."
"499","selbstständig","Adjektiv","","","independent / self-employed","zelpst-shten-dikh","Arbeit, Beruf & Karriere","angestellt","Er ist selbstständig.","He is self-employed."
"500","sich","Pronomen","","","oneself / himself / herself","zikh","Grammatik, Pronomen & Struktur","","Sie müssen sich erst anmelden.","You must register first."
"501","sich kümmern","Verb","","","to take care of / to look after","zikh kuem-mern","Allgemeine Aktivitäten & Verben","vernachlässigen","Jede Mutter kümmert sich um ihre kleinen Kinder.","Every mother takes care of her small children."
"502","sie / Sie","Andere","","","she / they / you (formal)","zee","Grammatik, Pronomen & Struktur","er","Wie heißt sie? Wie heißen Sie, bitte?","What is her name? What is your name, please?"
"503","sitzen","Verb","","","to sit","zit-sen","Allgemeine Aktivitäten & Verben","stehen","Wo sitzen Sie?","Where are you sitting?"
"504","so","Andere","","","so / like this / this way","zoh","Basiswortschatz & Floskeln","","Sie müssen das so machen! Fahren Sie bitte nicht so schnell!","You must do it like this! Please do not drive so fast!"
"505","das Sofa","Nomen","das","die Sofas","sofa / couch","zoh-fah","Wohnen, Haus & Haushalt","","Das Sofa ist neu.","The sofa is new."
"506","sofort","Andere","","","immediately / right away","zoh-fort","Uhrzeit, Datum & Kalender","später","Bitte antworten Sie sofort.","Please answer immediately."
"507","der Sohn","Nomen","der","die Söhne","son","zohn","Person, Familie & Beziehungen","die Tochter","Das ist Hans, mein Sohn.","That is Hans, my son."
"508","sollen","Verb","","","should / to be supposed to","zol-len","Allgemeine Aktivitäten & Verben","","Soll ich kommen? Was soll ich mitbringen?","Should I come? What should I bring?"
