id,german,word_class,gender,plural,english,pronunciation,theme,antonym,example_de,example_en
"330","organisieren","Verb","","","to organize","or-gah-ni-zee-ren","Allgemeine Aktivitäten & Verben","","Sie organisiert die Feier für ihre Eltern.","She is organizing the party for her parents."
"331","das Paar","Nomen","das","die Paare","pair / couple","pahr","Person, Familie & Beziehungen","","Das junge Paar hat gerade geheiratet.","The young couple just got married."
"332","packen","Verb","","","to pack","pahk-ken","Reise, Verkehr & Mobilität","auspacken","Vor der Reise muss ich noch meinen Koffer packen.","Before the trip I still have to pack my suitcase."
"333","das Paket","Nomen","das","die Pakete","package / parcel","pah-keyt","Kommunikation, Medien & Sprache","","Heute Morgen ist ein Paket für dich gekommen.","This morning a package arrived for you."
"334","das Parfüm","Nomen","das","die Parfüms","perfume","pahr-fuem","Gesundheit, Körper & Pflege","","Zum Geburtstag wünscht sie sich ein Parfüm.","For her birthday she wishes for a perfume."
"335","der Park","Nomen","der","die Parks","park","pahrk","Natur, Umwelt & Tiere","","Bei schönem Wetter gehen wir in den Park.","In nice weather we go to the park."
"336","parken","Verb","","","to park","pahr-ken","Reise, Verkehr & Mobilität","","Hier darf man leider nicht parken.","Unfortunately you're not allowed to park here."
"337","passen","Verb","","","to fit / to match","pahs-sen","Einkaufen, Geld & Konsum","","Die Hose passt mir perfekt.","The trousers fit me perfectly."
"338","passieren","Verb","","","to happen","pahs-see-ren","Reise, Verkehr & Mobilität","","Was ist denn hier passiert?","What happened here, then?"
"339","das Passwort","Nomen","das","die Passwörter","password","pahs-vort","Kommunikation, Medien & Sprache","","Ich habe leider mein Passwort vergessen.","Unfortunately I forgot my password."
"340","die Person","Nomen","die","die Personen","person","per-zohn","Person, Familie & Beziehungen","","An dem Tisch sitzen vier Personen.","Four people are sitting at the table."
"341","das Pferd","Nomen","das","die Pferde","horse","pfairt","Natur, Umwelt & Tiere","","Auf dem Bauernhof gibt es Pferde und Kühe.","On the farm there are horses and cows."
"342","die Pflanze","Nomen","die","die Pflanzen","plant","pflahnt-seh","Natur, Umwelt & Tiere","","Die Pflanze auf dem Balkon braucht viel Wasser.","The plant on the balcony needs a lot of water."
"343","die Pizza","Nomen","die","die Pizzen","pizza","pit-sah","Essen, Kochen & Restaurant","","Am Freitagabend bestellen wir oft eine Pizza.","On Friday evening we often order a pizza."
"344","das Plakat","Nomen","das","die Plakate","poster","plah-kaht","Kommunikation, Medien & Sprache","","An der Wand hängt ein Plakat von dem Konzert.","On the wall hangs a poster of the concert."
"345","planen","Verb","","","to plan","plah-nen","Allgemeine Aktivitäten & Verben","","Wir planen im Sommer eine Reise nach Italien.","In summer we're planning a trip to Italy."
"346","plötzlich","Adjektiv","","","suddenly / sudden","ploets-likh","Basiswortschatz & Floskeln","","Plötzlich fing es an zu regnen.","Suddenly it started to rain."
"347","die Portion","Nomen","die","die Portionen","portion","por-tsyon","Zahlen, Maße & Mengen","","Diese Portion ist für mich viel zu groß.","This portion is far too big for me."
"348","das Poster","Nomen","das","die Poster","poster","pos-ter","Wohnen, Haus & Haushalt","","In seinem Zimmer hängen viele Poster von Fußballstars.","In his room there are many posters of football stars."
"349","die Postkarte","Nomen","die","die Postkarten","postcard","post-kar-teh","Kommunikation, Medien & Sprache","","Aus dem Urlaub schicke ich dir eine Postkarte.","From vacation I'll send you a postcard."
"350","praktisch","Adjektiv","","","practical / handy","prahk-tish","Eigenschaften & Adjektive","unpraktisch","Diese kleine Tasche ist sehr praktisch.","This small bag is very practical."
"351","preiswert","Adjektiv","","","inexpensive / reasonably priced","price-vairt","Einkaufen, Geld & Konsum","teuer","Das Hotel war sauber und sehr preiswert.","The hotel was clean and very reasonably priced."
"352","privat","Adjektiv","","","private","pree-vaht","Eigenschaften & Adjektive","öffentlich","Über private Dinge möchte ich nicht sprechen.","I don't want to talk about private things."
"353","pro","Präposition","","","per","pro","Basiswortschatz & Floskeln","","Der Kurs kostet zwanzig Euro pro Stunde.","The course costs twenty euros per hour."
"354","probieren","Verb","","","to try / to taste","pro-bee-ren","Essen, Kochen & Restaurant","","Möchtest du den Kuchen mal probieren?","Would you like to try the cake?"
"355","das Produkt","Nomen","das","die Produkte","product","pro-dookt","Einkaufen, Geld & Konsum","","Dieses Produkt gibt es in jedem Supermarkt.","This product is available in every supermarket."
"356","das Programm","Nomen","das","die Programme","program / channel","pro-grahm","Kommunikation, Medien & Sprache","","Was läuft heute Abend für ein Programm im Fernsehen?","What program is on television tonight?"
"357","das Projekt","Nomen","das","die Projekte","project","pro-yekt","Arbeit, Beruf & Karriere","","An diesem Projekt arbeiten wir schon seit Monaten.","We've been working on this project for months."
"358","prüfen","Verb","","","to check / to examine","prue-fen","Arbeit, Beruf & Karriere","","Bitte prüfen Sie die Rechnung noch einmal.","Please check the bill once more."
"359","der Pullover","Nomen","der","die Pullover","sweater / pullover","pool-lo-ver","Einkaufen, Geld & Konsum","","Bei der Kälte ziehe ich einen warmen Pullover an.","In the cold I put on a warm sweater."
"360","putzen","Verb","","","to clean","poot-sen","Wohnen, Haus & Haushalt","schmutzig machen","Am Samstag putze ich die ganze Wohnung.","On Saturday I clean the whole apartment."
"361","die Qualität","Nomen","die","die Qualitäten","quality","kva-li-tayt","Einkaufen, Geld & Konsum","der Preis","Die Möbel aus diesem Geschäft haben eine sehr gute Qualität.","The furniture from this store is of very good quality."
"362","das Quiz","Nomen","das","die Quizze","quiz","kwiz","Freizeit, Hobbys & Unterhaltung","","Im Radio gibt es jeden Morgen ein lustiges Quiz.","On the radio there is a funny quiz every morning."
"363","das Radio","Nomen","das","die Radios","radio","rah-dee-o","Kommunikation, Medien & Sprache","","Beim Frühstück höre ich gern Radio.","At breakfast I like to listen to the radio."
"364","raten","Verb","","","to advise / to guess","rah-ten","Kommunikation, Medien & Sprache","","Rate mal, wen ich heute getroffen habe!","Guess who I met today!"
"365","das Rathaus","Nomen","das","die Rathäuser","town hall / city hall","raht-house","Staat, Gesellschaft & Dokumente","","Das Rathaus steht mitten in der Stadt.","The town hall stands in the middle of the city."
"366","rechnen","Verb","","","to calculate / to do math","rekh-nen","Ausbildung, Schule & Studium","","In der Schule lernen die Kinder lesen und rechnen.","At school the children learn to read and do math."
"367","recht haben","Verb","","","to be right","rekht hah-ben","Kommunikation, Medien & Sprache","sich irren","Du hast recht, das ist wirklich eine gute Idee.","You're right, that's really a good idea."
"368","reden","Verb","","","to talk / to speak","ray-den","Kommunikation, Medien & Sprache","schweigen","Wir müssen dringend über das Problem reden.","We urgently need to talk about the problem."
"369","reich","Adjektiv","","","rich / wealthy","rykh","Eigenschaften & Adjektive","arm","Durch seine Arbeit ist er reich geworden.","Through his work he became rich."
"370","der Reifen","Nomen","der","die Reifen","tire / tyre","ry-fen","Reise, Verkehr & Mobilität","","Der Reifen am Fahrrad ist leider kaputt.","Unfortunately the tire on the bike is broken."
"371","die Reihe","Nomen","die","die Reihen","row / turn","ry-eh","Basiswortschatz & Floskeln","","Bitte warten Sie, bis Sie an der Reihe sind.","Please wait until it's your turn."
"372","die Reinigung","Nomen","die","die Reinigungen","dry cleaner's / cleaning","ry-ni-goong","Einkaufen, Geld & Konsum","","Den Mantel bringe ich morgen in die Reinigung.","I'll take the coat to the dry cleaner's tomorrow."
"373","reiten","Verb","","","to ride (a horse)","ry-ten","Freizeit, Hobbys & Unterhaltung","","Meine Schwester reitet jeden Samstag auf einem Pferd.","My sister rides a horse every Saturday."
"374","renovieren","Verb","","","to renovate","re-no-vee-ren","Wohnen, Haus & Haushalt","","Im Sommer wollen wir das Badezimmer renovieren.","In summer we want to renovate the bathroom."
"375","der Rentner","Nomen","der","die Rentner","pensioner / retiree (male)","rent-ner","Arbeit, Beruf & Karriere","","Als Rentner hat er endlich Zeit für seine Hobbys.","As a pensioner he finally has time for his hobbies."
"376","die Rentnerin","Nomen","die","die Rentnerinnen","pensioner / retiree (female)","rent-ne-rin","Arbeit, Beruf & Karriere","","Die Rentnerin geht jeden Morgen im Park spazieren.","The pensioner goes for a walk in the park every morning."
"377","reservieren","Verb","","","to reserve / to book","re-zer-vee-ren","Reise, Verkehr & Mobilität","stornieren","Für heute Abend habe ich einen Tisch reserviert.","For tonight I've reserved a table."
"378","der Rest","Nomen","der","die Reste","rest / remainder / change","rest","Zahlen, Maße & Mengen","alles","Den Rest vom Kuchen essen wir morgen.","We'll eat the rest of the cake tomorrow."
"379","das Rezept","Nomen","das","die Rezepte","recipe / prescription","re-tsept","Gesundheit, Körper & Pflege","","Das Rezept für diesen Kuchen ist ganz einfach.","The recipe for this cake is quite simple."
"380","das Rind","Nomen","das","die Rinder","beef / cattle","rint","Essen, Kochen & Restaurant","das Schwein","Zum Mittagessen gibt es Rind mit Gemüse.","For lunch there is beef with vegetables."
"381","der Ring","Nomen","der","die Ringe","ring","ring","Einkaufen, Geld & Konsum","","An ihrer Hand glänzt ein goldener Ring.","On her hand a golden ring is shining."
"382","der Rock","Nomen","der","die Röcke","skirt","rok","Einkaufen, Geld & Konsum","die Hose","Zu der Bluse trägt sie einen schwarzen Rock.","With the blouse she wears a black skirt."
"383","romantisch","Adjektiv","","","romantic","ro-mahn-tish","Eigenschaften & Adjektive","unromantisch","Das kleine Restaurant am See ist sehr romantisch.","The small restaurant by the lake is very romantic."
"384","die Rose","Nomen","die","die Rosen","rose","ro-zeh","Natur, Umwelt & Tiere","","Zum Geburtstag habe ich ihr rote Rosen geschenkt.","For her birthday I gave her red roses."
"385","der Rucksack","Nomen","der","die Rucksäcke","backpack / rucksack","rook-zahk","Reise, Verkehr & Mobilität","","Für die Wanderung packe ich Wasser in den Rucksack.","For the hike I pack water in the backpack."
"386","rufen","Verb","","","to call","roo-fen","Kommunikation, Medien & Sprache","","Wenn du Hilfe brauchst, ruf einfach laut.","If you need help, just call out loudly."
"387","die Ruhe","Nomen","die","","quiet / peace / rest","roo-eh","Gesundheit, Körper & Pflege","der Lärm","Nach der Arbeit brauche ich ein bisschen Ruhe.","After work I need a bit of peace."
"388","rund","Adjektiv","","","round / around (approximately)","roont","Eigenschaften & Adjektive","eckig","Der Tisch in der Küche ist rund.","The table in the kitchen is round."
"389","der Rundgang","Nomen","der","die Rundgänge","tour / walking tour","roont-gahng","Reise, Verkehr & Mobilität","","Der Rundgang durch das Schloss dauert eine Stunde.","The tour through the castle lasts an hour."
"390","das Rätsel","Nomen","das","die Rätsel","puzzle / riddle","rayt-sel","Freizeit, Hobbys & Unterhaltung","","Am Sonntag löse ich gern ein Rätsel in der Zeitung.","On Sundays I like to solve a puzzle in the newspaper."
"391","der Rücken","Nomen","der","die Rücken","back","ruek-ken","Gesundheit, Körper & Pflege","der Bauch","Nach der Gartenarbeit tut mir der Rücken weh.","After gardening my back hurts."
"392","die Sache","Nomen","die","die Sachen","thing / matter","zah-kheh","Basiswortschatz & Floskeln","","Pack bitte deine Sachen, wir gehen gleich.","Please pack your things, we're leaving soon."
"393","sammeln","Verb","","","to collect / to gather","zahm-meln","Freizeit, Hobbys & Unterhaltung","verteilen","Mein Sohn sammelt Briefmarken aus aller Welt.","My son collects stamps from all over the world."
"394","sauber","Adjektiv","","","clean","zow-ber","Eigenschaften & Adjektive","schmutzig","Die Küche ist jetzt wieder ganz sauber.","The kitchen is completely clean again now."
"395","sauer","Adjektiv","","","sour / angry","zow-er","Gefühle, Charakter & Meinung","süß / freundlich","Die Zitrone schmeckt sehr sauer.","The lemon tastes very sour."
"396","schade","Andere","","","a pity / a shame","shah-deh","Basiswortschatz & Floskeln","zum Glück","Schade, dass du heute nicht mitkommen kannst.","It's a pity that you can't come along today."
"397","schaffen","Verb","","","to manage / to accomplish","shahf-fen","Allgemeine Aktivitäten & Verben","scheitern","Ich glaube nicht, dass ich die Arbeit heute noch schaffe.","I don't think I'll manage the work today."
"398","scharf","Adjektiv","","","spicy / sharp","shahrf","Eigenschaften & Adjektive","mild / stumpf","Das Essen in diesem Restaurant ist mir zu scharf.","The food in this restaurant is too spicy for me."
"399","schenken","Verb","","","to give (as a gift)","sheng-ken","Allgemeine Aktivitäten & Verben","","Zum Geburtstag schenke ich meiner Mutter Blumen.","For her birthday I give my mother flowers."
"400","die Schere","Nomen","die","die Scheren","scissors","shay-reh","Basiswortschatz & Floskeln","","Zum Basteln brauchen die Kinder eine Schere.","For crafting the children need scissors."
"401","das Schiff","Nomen","das","die Schiffe","ship / boat","shif","Reise, Verkehr & Mobilität","","Mit dem Schiff fahren wir über den See.","By boat we travel across the lake."
"402","schimpfen","Verb","","","to scold / to complain","shimp-fen","Allgemeine Aktivitäten & Verben","loben","Die Mutter schimpft, weil das Zimmer so unordentlich ist.","The mother is scolding because the room is so messy."
"403","der Schirm","Nomen","der","die Schirme","umbrella","shirm","Basiswortschatz & Floskeln","","Nimm einen Schirm mit, es soll regnen.","Take an umbrella, it's supposed to rain."
"404","schlimm","Adjektiv","","","bad / awful / serious","shlim","Eigenschaften & Adjektive","harmlos / gut","Zum Glück war der Unfall nicht so schlimm.","Luckily the accident wasn't so bad."
"405","das Schloss","Nomen","das","die Schlösser","castle / lock","shlos","Wohnen, Haus & Haushalt","","Auf dem Berg steht ein altes Schloss.","On the mountain stands an old castle."
"406","der Schmerz","Nomen","der","die Schmerzen","pain / ache","shmairts","Gesundheit, Körper & Pflege","","Gegen den Schmerz nehme ich eine Tablette.","For the pain I take a tablet."
"407","schmutzig","Adjektiv","","","dirty","shmoot-sig","Eigenschaften & Adjektive","sauber","Nach dem Spielen waren die Hände der Kinder ganz schmutzig.","After playing the children's hands were quite dirty."
"408","der Schnee","Nomen","der","","snow","shnay","Natur, Umwelt & Tiere","","Im Winter liegt auf den Bergen viel Schnee.","In winter there is a lot of snow on the mountains."
"409","schneiden (sich)","Verb","","","to cut","shny-den","Allgemeine Aktivitäten & Verben","","Pass auf, dass du dich nicht am Messer schneidest.","Be careful not to cut yourself on the knife."
"410","schneien","Verb","","","to snow","shny-en","Natur, Umwelt & Tiere","","Es hat die ganze Nacht geschneit.","It snowed all night."
"411","die Schokolade","Nomen","die","","chocolate","sho-ko-lah-deh","Essen, Kochen & Restaurant","","Nach dem Essen esse ich gern ein Stück Schokolade.","After the meal I like to eat a piece of chocolate."
"412","schrecklich","Adjektiv","","","terrible / awful","shrek-likh","Eigenschaften & Adjektive","wunderbar / toll","Das Wetter war im Urlaub schrecklich.","The weather on vacation was terrible."
"413","schriftlich","Adjektiv","","","in writing / written","shrift-likh","Kommunikation, Medien & Sprache","mündlich","Bitte geben Sie uns Bescheid, am besten schriftlich.","Please let us know, preferably in writing."
"414","schwach","Adjektiv","","","weak","shvahkh","Gesundheit, Körper & Pflege","stark","Nach der Krankheit fühlt er sich noch schwach.","After the illness he still feels weak."
"415","schwanger","Adjektiv","","","pregnant","shvahng-er","Gesundheit, Körper & Pflege","","Meine Schwester ist im dritten Monat schwanger.","My sister is three months pregnant."
"416","das Schwein","Nomen","das","die Schweine","pig / pork","shvine","Essen, Kochen & Restaurant","","Auf dem Bauernhof gibt es Schweine und Hühner.","On the farm there are pigs and chickens."
"417","schwierig","Adjektiv","","","difficult / hard","shvee-rig","Eigenschaften & Adjektive","leicht / einfach","Die Prüfung war schwieriger, als ich gedacht hatte.","The exam was more difficult than I had thought."
"418","schädlich","Adjektiv","","","harmful / damaging","shaid-likh","Gesundheit, Körper & Pflege","nützlich / gesund","Zu viel Zucker ist schädlich für die Zähne.","Too much sugar is harmful to the teeth."
"420","die Seife","Nomen","die","die Seifen","soap","zy-feh","Gesundheit, Körper & Pflege","","Wasch dir bitte die Hände mit Seife.","Please wash your hands with soap."
"422","die Seite","Nomen","die","die Seiten","page / side","zy-teh","Basiswortschatz & Floskeln","","Lesen Sie bitte den Text auf Seite zehn.","Please read the text on page ten."
"423","selbst","Andere","","","yourself / myself (oneself)","zelpst","Basiswortschatz & Floskeln","","Den Kuchen habe ich selbst gebacken.","I baked the cake myself."
"424","die Sendung","Nomen","die","die Sendungen","broadcast / program / shipment","zen-doong","Kommunikation, Medien & Sprache","","Diese Sendung im Fernsehen sehe ich jede Woche.","I watch this program on television every week."
"425","der Service","Nomen","der","","service","ser-vis","Einkaufen, Geld & Konsum","","Im Hotel war der Service ausgezeichnet.","In the hotel the service was excellent."
"426","setzen (sich)","Verb","","","to sit down","zet-sen","Allgemeine Aktivitäten & Verben","aufstehen","Bitte setzen Sie sich, der Arzt kommt gleich.","Please sit down, the doctor will come soon."
"427","sich ausruhen","Verb","","","to rest / to relax","ows-roo-en","Gesundheit, Körper & Pflege","sich anstrengen","Nach der langen Wanderung müssen wir uns ausruhen.","After the long hike we need to rest."
"428","sich bedanken","Verb","","","to thank","zikh be-dahn-ken","Kommunikation, Medien & Sprache","","Ich möchte mich herzlich für die Hilfe bedanken.","I would like to sincerely thank you for the help."
"429","sich beeilen","Verb","","","to hurry","zikh be-i-len","Allgemeine Aktivitäten & Verben","sich Zeit lassen","Beeil dich, der Zug fährt gleich!","Hurry up, the train is leaving soon!"
"430","sich beschweren","Verb","","","to complain","zikh be-shvey-ren","Kommunikation, Medien & Sprache","","Der Gast hat sich über das Zimmer beschwert.","The guest complained about the room."
"431","sich bewerben","Verb","","","to apply (for a job)","zikh be-vair-ben","Arbeit, Beruf & Karriere","","Sie hat sich um eine neue Stelle beworben.","She applied for a new position."
"432","sich eintragen","Verb","","","to register / to fill in","zikh ine-trah-gen","Staat, Gesellschaft & Dokumente","","Bitte tragen Sie sich in die Liste ein.","Please register on the list."
"433","sich erinnern","Verb","","","to remember","zikh er-in-nern","Allgemeine Aktivitäten & Verben","vergessen","Ich kann mich nicht an seinen Namen erinnern.","I can't remember his name."
"434","sich fühlen","Verb","","","to feel","zikh fue-len","Gesundheit, Körper & Pflege","","Heute fühle ich mich viel besser.","Today I feel much better."
"435","sich informieren (über)","Verb","","","to inform oneself (about) / to find out","zikh in-for-mee-ren ue-ber","Kommunikation, Medien & Sprache","","Vor der Reise informiere ich mich über das Wetter.","Before the trip I find out about the weather."
"436","sich ärgern","Verb","","","to be annoyed / to get angry","er-gern","Gefühle, Charakter & Meinung","sich freuen","Ich ärgere mich, dass der Bus schon weg ist.","I'm annoyed that the bus is already gone."
"437","sicher","Adjektiv","","","safe / sure / certain","zi-kher","Eigenschaften & Adjektive","unsicher","Bist du sicher, dass du den Herd ausgemacht hast?","Are you sure that you turned off the stove?"
"438","singen","Verb","","","to sing","zing-en","Freizeit, Hobbys & Unterhaltung","","Im Chor singen wir jeden Donnerstag.","In the choir we sing every Thursday."
"439","die Situation","Nomen","die","die Situationen","situation","zi-too-ah-tsyon","Basiswortschatz & Floskeln","","In dieser Situation weiß ich nicht, was ich tun soll.","In this situation I don't know what to do."
"440","der Ski","Nomen","der","die Ski / die Skier","ski","shee","Freizeit, Hobbys & Unterhaltung","","Im Winter fahren wir gern Ski.","In winter we like to ski."
"441","sogar","Andere","","","even","zo-gahr","Basiswortschatz & Floskeln","","Es war so kalt, dass sogar der See zugefroren war.","It was so cold that even the lake was frozen."
"442","sonnig","Adjektiv","","","sunny","zon-nig","Natur, Umwelt & Tiere","bewölkt / regnerisch","Morgen soll es warm und sonnig werden.","Tomorrow it's supposed to be warm and sunny."
"443","sonst","Andere","","","otherwise / else","zonst","Basiswortschatz & Floskeln","","Beeil dich, sonst kommen wir zu spät.","Hurry up, otherwise we'll be late."
"444","spannend","Adjektiv","","","exciting / thrilling","shpahn-nent","Eigenschaften & Adjektive","langweilig","Das Buch ist so spannend, dass ich es nicht weglegen kann.","The book is so exciting that I can't put it down."
"445","sparen","Verb","","","to save (money)","shpah-ren","Einkaufen, Geld & Konsum","ausgeben","Für den Urlaub sparen wir jeden Monat etwas Geld.","For the vacation we save a little money every month."
"446","spazieren gehen","Verb","","","to go for a walk","shpa-tsee-ren gay-en","Freizeit, Hobbys & Unterhaltung","","Am Sonntagnachmittag gehen wir oft spazieren.","On Sunday afternoons we often go for a walk."
"447","der Spaziergang","Nomen","der","die Spaziergänge","walk / stroll","shpa-tseer-gahng","Freizeit, Hobbys & Unterhaltung","","Nach dem Essen machen wir einen kleinen Spaziergang.","After the meal we take a short walk."
"448","der Spaß","Nomen","der","die Späße","fun","shpahs","Freizeit, Hobbys & Unterhaltung","der Ernst","Das Spiel mit den Kindern macht großen Spaß.","Playing with the children is great fun."
"449","speichern","Verb","","","to save / to store (data)","shpy-khern","Kommunikation, Medien & Sprache","löschen","Vergiss nicht, die Datei zu speichern.","Don't forget to save the file."
"450","das Spiel","Nomen","das","die Spiele","game / match","shpeel","Freizeit, Hobbys & Unterhaltung","","Das Spiel der beiden Mannschaften war sehr spannend.","The match between the two teams was very exciting."
"451","sportlich","Adjektiv","","","athletic / sporty","shport-likh","Eigenschaften & Adjektive","unsportlich","Meine Schwester ist sehr sportlich und joggt jeden Tag.","My sister is very athletic and jogs every day."
"452","der Sportplatz","Nomen","der","die Sportplätze","sports field / sports ground","shport-plahts","Freizeit, Hobbys & Unterhaltung","","Nach der Schule treffen wir uns auf dem Sportplatz.","After school we meet at the sports field."
"453","die Sprechstunde","Nomen","die","die Sprechstunden","consultation hour / office hours","shprekh-shtoon-deh","Gesundheit, Körper & Pflege","","Der Arzt hat heute von acht bis zwölf Sprechstunde.","The doctor has office hours today from eight to twelve."
"454","der Stadtplan","Nomen","der","die Stadtpläne","city map","shtaht-plahn","Reise, Verkehr & Mobilität","","Auf dem Stadtplan finde ich die Straße schnell.","On the city map I can find the street quickly."
"455","der Star","Nomen","der","die Stars","star (celebrity)","shtahr","Freizeit, Hobbys & Unterhaltung","","Bei dem Konzert haben wir einen echten Star gesehen.","At the concert we saw a real star."
"456","stark","Adjektiv","","","strong / severe","shtahrk","Eigenschaften & Adjektive","schwach","Heute weht ein sehr starker Wind.","Today a very strong wind is blowing."
"457","stattfinden","Verb","","","to take place","shtaht-fin-den","Freizeit, Hobbys & Unterhaltung","ausfallen","Das Konzert findet am Samstag im Park statt.","The concert takes place in the park on Saturday."
"458","sterben","Verb","","","to die","shtair-ben","Gesundheit, Körper & Pflege","leben / geboren werden","Ihr Großvater ist letztes Jahr gestorben.","Her grandfather died last year."
"459","der Stiefel","Nomen","der","die Stiefel","boot","shtee-fel","Einkaufen, Geld & Konsum","","Im Winter trage ich warme Stiefel.","In winter I wear warm boots."
"460","der Stift","Nomen","der","die Stifte","pen / pencil","shtift","Ausbildung, Schule & Studium","","Kannst du mir bitte einen Stift leihen?","Can you please lend me a pen?"
"461","das Stipendium","Nomen","das","die Stipendien","scholarship","shti-pen-dee-oom","Ausbildung, Schule & Studium","","Für ihr Studium hat sie ein Stipendium bekommen.","For her studies she received a scholarship."
"462","das Stockwerk","Nomen","das","die Stockwerke","floor / story","shtok-vairk","Wohnen, Haus & Haushalt","","Unsere Wohnung ist im dritten Stockwerk.","Our apartment is on the third floor."
"463","der Strand","Nomen","der","die Strände","beach","shtrahnt","Reise, Verkehr & Mobilität","","Im Urlaub liegen wir den ganzen Tag am Strand.","On vacation we lie on the beach all day."
"464","streiten (sich)","Verb","","","to argue / to fight","shtry-ten","Gefühle, Charakter & Meinung","sich vertragen","Die Kinder streiten sich oft um das Spielzeug.","The children often argue over the toy."
"465","der Stress","Nomen","der","","stress","shtres","Gesundheit, Körper & Pflege","die Entspannung / die Ruhe","In der Prüfungszeit habe ich viel Stress.","During exam time I have a lot of stress."
"466","stressig","Adjektiv","","","stressful","shtres-sig","Arbeit, Beruf & Karriere","entspannend","Die letzte Woche im Büro war sehr stressig.","The last week in the office was very stressful."
"467","die Studentin","Nomen","die","die Studentinnen","university student (female)","shtoo-den-tin","Ausbildung, Schule & Studium","die Dozentin / die Professorin","Die Studentin lernt in der Bibliothek für die Prüfung.","The student is studying for the exam in the library."
"468","der Stuhl","Nomen","der","die Stühle","chair","shtool","Wohnen, Haus & Haushalt","","Bitte stell den Stuhl wieder an den Tisch.","Please put the chair back to the table."
"469","stören","Verb","","","to disturb / to bother","shtoe-ren","Allgemeine Aktivitäten & Verben","","Entschuldigung, darf ich Sie kurz stören?","Excuse me, may I disturb you for a moment?"
"470","das Stück","Nomen","das","die Stücke","piece / play (theater)","shtuek","Zahlen, Maße & Mengen","","Möchtest du noch ein Stück Kuchen?","Would you like another piece of cake?"
"471","super","Adjektiv","","","super / great","zoo-per","Eigenschaften & Adjektive","schrecklich / furchtbar","Das Wetter im Urlaub war wirklich super.","The weather on vacation was really great."
"472","der Supermarkt","Nomen","der","die Supermärkte","supermarket","zoo-per-markt","Einkaufen, Geld & Konsum","","Im Supermarkt kaufe ich Brot, Milch und Obst.","At the supermarket I buy bread, milk and fruit."
"473","die Suppe","Nomen","die","die Suppen","soup","zoop-peh","Essen, Kochen & Restaurant","","Wenn ich krank bin, esse ich gern eine warme Suppe.","When I'm sick I like to eat a warm soup."
"474","surfen","Verb","","","to surf","ser-fen","Freizeit, Hobbys & Unterhaltung","","Am Abend surfe ich oft im Internet.","In the evening I often surf the internet."
"475","sympathisch","Adjektiv","","","sympathetic / likeable","zim-pah-tish","Gefühle, Charakter & Meinung","unsympathisch","Die neue Kollegin ist mir sehr sympathisch.","I find the new colleague very likeable."
"476","süß","Adjektiv","","","sweet / cute","zues","Eigenschaften & Adjektive","sauer / salzig","Der Kuchen ist mir ein bisschen zu süß.","The cake is a bit too sweet for me."
"477","die Süßigkeiten","Nomen","die","die Süßigkeiten","sweets / candy","zues-ig-ky-ten","Essen, Kochen & Restaurant","","Kinder essen gern Süßigkeiten.","Children like to eat sweets."
"478","das Tablet","Nomen","das","die Tablets","tablet (computer)","tab-let","Kommunikation, Medien & Sprache","","Auf dem Tablet lese ich abends die Nachrichten.","On the tablet I read the news in the evening."
"479","die Tablette","Nomen","die","die Tabletten","tablet / pill","ta-blet-teh","Gesundheit, Körper & Pflege","","Nimm gegen die Schmerzen eine Tablette.","Take a tablet for the pain."
"480","die Tafel","Nomen","die","die Tafeln","board / blackboard","tah-fel","Ausbildung, Schule & Studium","","Bitte wisch die Tafel sauber, bevor der Unterricht anfängt.","Please wipe the board clean before class starts."
"481","das Taschengeld","Nomen","das","","pocket money / allowance","tah-shen-gelt","Einkaufen, Geld & Konsum","","Mit dem Taschengeld kauft er sich Comics.","With his pocket money he buys himself comics."
"482","die Tasse","Nomen","die","die Tassen","cup","tahs-seh","Essen, Kochen & Restaurant","das Glas","Am Morgen trinke ich eine Tasse Kaffee.","In the morning I drink a cup of coffee."
"483","(aus)tauschen","Verb","","","to exchange / to swap","tow-shen / ows-tow-shen","Allgemeine Aktivitäten & Verben","behalten","Wir tauschen am Ende des Kurses unsere Adressen aus.","At the end of the course we exchange our addresses."
"484","das Team","Nomen","das","die Teams","team","teem","Freizeit, Hobbys & Unterhaltung","","In unserem Team arbeiten fünf Personen.","In our team five people work."
"485","teilen","Verb","","","to share / to divide","ty-len","Allgemeine Aktivitäten & Verben","","Die Kinder teilen sich ein Zimmer.","The children share a room."
"486","teilnehmen","Verb","","","to take part / to participate","tile-nay-men","Freizeit, Hobbys & Unterhaltung","","An dem Kurs nehmen zwanzig Personen teil.","Twenty people take part in the course."
"487","der Teller","Nomen","der","die Teller","plate","tel-ler","Essen, Kochen & Restaurant","","Stell bitte die Teller auf den Tisch.","Please put the plates on the table."
"488","das Tennis","Nomen","das","","tennis","ten-nis","Freizeit, Hobbys & Unterhaltung","","Am Wochenende spielen wir zusammen Tennis.","On the weekend we play tennis together."
"489","das Theater","Nomen","das","die Theater","theater / theatre","tay-ah-ter","Freizeit, Hobbys & Unterhaltung","","Heute Abend gehen wir ins Theater.","Tonight we're going to the theater."
"490","tief","Adjektiv","","","deep","teef","Eigenschaften & Adjektive","flach","An dieser Stelle ist der See sehr tief.","At this spot the lake is very deep."
"491","das Tier","Nomen","das","die Tiere","animal","teer","Natur, Umwelt & Tiere","der Mensch","Im Zoo kann man viele wilde Tiere sehen.","In the zoo you can see many wild animals."
