id,german,word_class,gender,plural,english,pronunciation,theme,antonym,example_de,example_en
"258","kühl","Adjektiv","","","cool / chilly","kuel","Natur, Umwelt & Tiere","warm","Es ist kühl draußen. Zieh dir eine Jacke an.","It is cool outside. Put on a jacket."
"259","die Lampe","Nomen","die","die Lampen","lamp","lahm-peh","Wohnen, Haus & Haushalt","","Mach bitte die Lampe an. Es ist so dunkel.","Please turn on the lamp. It is so dark."
"260","langweilig","Adjektiv","","","boring","lahng-vy-lig","Eigenschaften & Adjektive","interessant / spannend","Mir ist langweilig. Sie findet Fußball sehr langweilig.","I am bored. She finds football very boring."
"261","der/das Laptop","Nomen","der/das","die Laptops","laptop","lep-top","Kommunikation, Medien & Sprache","","Ich brauche einen neuen Laptop.","I need a new laptop."
"262","lassen","Verb","","","to let / to leave","lahs-sen","Allgemeine Aktivitäten & Verben","","Lass mich in Ruhe! Kann ich mein Auto hier stehen lassen? Ich kann meine kleine Tochter noch nicht allein lassen.","Leave me alone! Can I leave my car here? I cannot leave my little daughter alone yet."
"263","leer","Adjektiv","","","empty","lair","Eigenschaften & Adjektive","voll","Die Kanne ist fast leer. Ich mache neuen Tee.","The pot is almost empty. I am making new tea."
"264","leidtun / leid tun","Verb","","","to be sorry","lyte-toon","Basiswortschatz & Floskeln","","Es tut mir leid, dass ich nicht kommen kann.","I am sorry that I cannot come."
"265","leihen","Verb","","","to lend / to borrow","ly-en","Einkaufen, Geld & Konsum","zurückgeben","Kannst du mir fünf Euro leihen?","Can you lend me five euros?"
"266","letzt-","Andere","","","last","letst","Uhrzeit, Datum & Kalender","erst-","Morgen ist der letzte Kurstag. Was hast du letzte Woche gemacht?","Tomorrow is the last day of the course. What did you do last week?"
"267","lieb- / lieber","Andere","","","dear / lovely / rather (prefer)","leep / lee-ber","Gefühle, Charakter & Meinung","böse","Liebe Susanne, lieber Hans, Ich fahre lieber mit dem Zug als mit dem Bus. Möchtest du Pommes oder lieber eine Pizza?","Dear Susanne, dear Hans, I prefer to travel by train rather than by bus. Would you like french fries or rather a pizza?"
"268","liefern","Verb","","","to deliver","lee-fern","Einkaufen, Geld & Konsum","abholen","Wir liefern Ihnen den Schrank nach Hause.","We will deliver the closet to your home."
"269","der Link","Nomen","der","die Links","link (internet)","link","Kommunikation, Medien & Sprache","","Ich schicke dir einen Link zu Deutschübungen.","I am sending you a link to German exercises."
"270","die Lust","Nomen","die","","desire / mood / fancy","loost","Gefühle, Charakter & Meinung","die Unlust","Gehen wir heute Abend ins Kino? - Nein, ich habe keine Lust. Ich habe Lust auf Schokolade.","Are we going to the cinema tonight? - No, I don't feel like it. I am in the mood for chocolate."
"271","der Löffel","Nomen","der","die Löffel","spoon","loef-fel","Essen, Kochen & Restaurant","","Bitte bringen Sie mir einen Löffel.","Please bring me a spoon."
"272","die Lüge","Nomen","die","die Lügen","lie","lue-geh","Kommunikation, Medien & Sprache","die Wahrheit","Das stimmt nicht! Das ist eine Lüge!","That is not true! That is a lie!"
"273","lügen","Verb","","","to lie","lue-gen","Kommunikation, Medien & Sprache","die Wahrheit sagen","Du sollst nicht lügen. Glaub ihm nicht, er lügt.","You should not lie. Do not believe him, he is lying."
"274","der Magen","Nomen","der","die Mägen","stomach","mah-gen","Gesundheit, Körper & Pflege","","Mein Magen tut weh.","My stomach hurts."
"275","die Mailbox","Nomen","die","die Mailboxen","voicemail / mailbox","mayl-box","Kommunikation, Medien & Sprache","","Hier ist die Mailbox von Susanne König. Ich habe dir auf die Mailbox gesprochen.","Here is Susanne König's voicemail. I left a message on your voicemail."
"276","mal / das Mal","Andere","","","time / times (e.g., once, this time) / just","mahl","Zahlen, Maße & Mengen","","Sag mal, wie gefällt dir mein neues Kleid? Das erste Mal war ich vor fünf Jahren in England. Tschüss, bis zum nächsten Mal!","Tell me, how do you like my new dress? The first time I was in England was five years ago. Bye, until next time!"
"277","malen","Verb","","","to paint / to draw","mah-len","Freizeit, Hobbys & Unterhaltung","","Mein Sohn kann gut malen.","My son can paint well."
"278","manch-","Andere","","","some / many a","mahnch","Zahlen, Maße & Mengen","","Manche Nachbarn sind unfreundlich.","Some neighbors are unfriendly."
"279","manchmal","Andere","","","sometimes","mahnch-mahl","Uhrzeit, Datum & Kalender","nie / immer","Manchmal essen wir im Restaurant. Rauchen Sie? - Manchmal.","Sometimes we eat in the restaurant. Do you smoke? - Sometimes."
"280","der Mantel","Nomen","der","die Mäntel","coat / overcoat","mahn-tel","Einkaufen, Geld & Konsum","die Jacke","Es ist kalt. Zieh deinen Mantel an!","It is cold. Put on your coat!"
"281","der Markt","Nomen","der","die Märkte","market","markt","Einkaufen, Geld & Konsum","","Ich gehe heute auf den Markt. Samstags ist hier Markt.","I am going to the market today. Saturdays there is a market here."
"282","meinen","Verb","","","to mean / to think","my-nen","Gefühle, Charakter & Meinung","","Wie meinst du das? Erklär mir das bitte genauer! Der Film ist gut. Was meinst du?","What do you mean? Please explain that to me more precisely! The film is good. What do you think?"
"283","die Meinung","Nomen","die","die Meinungen","opinion","my-noong","Gefühle, Charakter & Meinung","","Meine Meinung zu dem Thema ist: … Was ist deine Meinung dazu? Ich habe meine Meinung geändert.","My opinion on the topic is: ... What is your opinion on that? I have changed my opinion."
"284","die Menge","Nomen","die","die Mengen","amount / quantity / lot","meng-eh","Zahlen, Maße & Mengen","","Wir haben noch eine Menge Zeit. Ich kenne eine Menge Leute in dieser Stadt.","We still have a lot of time. I know a lot of people in this city."
"285","merken","Verb","","","to notice / to remember","mair-ken","Allgemeine Aktivitäten & Verben","vergessen","Ich kann mir keine Zahlen merken. Ich vergesse sie sofort. Merkst du, dass es wärmer wird?","I cannot remember numbers. I forget them immediately. Do you notice that it is getting warmer?"
"286","die Messe","Nomen","die","die Messen","trade fair / exhibition","mes-seh","Arbeit, Beruf & Karriere","","Kommst du mit zur Buchmesse nach Frankfurt?","Are you coming along to the book fair in Frankfurt?"
"287","das Messer","Nomen","das","die Messer","knife","mes-ser","Essen, Kochen & Restaurant","","Das Messer schneidet nicht gut. Ich habe nur ein Messer. Kannst du mir bitte noch eine Gabel bringen?","The knife does not cut well. I only have one knife. Can you please bring me another fork?"
"288","mindestens","Andere","","","at least","min-des-tens","Basiswortschatz & Floskeln","höchstens","Bitte kommen Sie mindestens zwei Stunden vor Ihrem Flug zum Flughafen. Schreiben Sie mindestens sieben Sätze! Ich warte schon mindestens 20 Minuten. Wann kommst du denn endlich?","Please come to the airport at least two hours before your flight. Write at least seven sentences! I have been waiting for at least 20 minutes. When are you finally coming?"
"289","das Mineralwasser","Nomen","das","","mineral water","mi-ne-rahl-vahs-ser","Essen, Kochen & Restaurant","das Leitungswasser","Ein Glas Mineralwasser, bitte. Kann ich bitte ein Mineralwasser haben?","A glass of mineral water, please. Can I please have a mineral water?"
"290","mit","Andere","","","with","mit","Grammatik, Pronomen & Struktur","ohne","Trinken Sie den Kaffee mit oder ohne Zucker? Fahren wir mit dem Auto oder mit dem Zug nach Hamburg? Ich komme mit meinem Freund.","Do you drink the coffee with or without sugar? Are we going to Hamburg by car or by train? I am coming with my friend."
"291","der Mitarbeiter","Nomen","der","die Mitarbeiter","employee / co-worker","mit-ar-by-ter","Arbeit, Beruf & Karriere","der Chef","Unsere Firma hat sieben Mitarbeiter.","Our company has seven employees."
"292","das Mittagessen","Nomen","das","die Mittagessen","lunch","mit-tahg-es-sen","Essen, Kochen & Restaurant","das Abendessen / das Frühstück","Um zwölf Uhr gibt es Mittagessen.","At twelve o'clock there is lunch."
"293","das Mittel","Nomen","das","die Mittel","remedy / medicine / means","mit-tel","Gesundheit, Körper & Pflege","","Haben Sie ein Mittel gegen Magenschmerzen? Das neue Waschmittel ist sehr gut.","Do you have a remedy for stomach aches? The new washing detergent is very good."
"294","das Mobiltelefon","Nomen","das","die Mobiltelefone","mobile phone / cell phone","mo-beel-te-le-fon","Kommunikation, Medien & Sprache","das Festnetztelefon","Wie kann ich Sie erreichen? Haben Sie ein Mobiltelefon?","How can I reach you? Do you have a mobile phone?"
"295","die Mode","Nomen","die","die Moden","fashion","mo-deh","Einkaufen, Geld & Konsum","","Wie findest du die neue Mode? Welche Farbe ist denn jetzt gerade in Mode?","How do you like the new fashion? What color is currently in fashion?"
"296","modern","Adjektiv","","","modern","mo-dairn","Eigenschaften & Adjektive","altmodisch","Die Wohnung ist modern eingerichtet. Das Stadtzentrum von Frankfurt ist ganz modern.","The apartment is modernly furnished. The city center of Frankfurt is completely modern."
"297","der Motor","Nomen","der","die Motoren","engine / motor","mo-tor","Reise, Verkehr & Mobilität","","Der Motor ist kaputt. Das Auto fährt nicht mehr.","The engine is broken. The car does not drive anymore."
"298","der Motorroller","Nomen","der","die Motorroller","scooter / motor scooter","mo-tor-rol-ler","Reise, Verkehr & Mobilität","","Oskar fährt mit dem Motorroller zur Arbeit.","Oskar travels to work by motor scooter."
"299","das Museum","Nomen","das","die Museen","museum","moo-zay-oom","Freizeit, Hobbys & Unterhaltung","","Im Kunstmuseum gibt es eine neue Ausstellung.","There is a new exhibition in the art museum."
"300","die Musik","Nomen","die","","music","moo-zeek","Freizeit, Hobbys & Unterhaltung","","Wie findest du die Musik? Spanische Musik gefällt mir gut.","How do you like the music? I like Spanish music."
"301","der Müll","Nomen","der","","garbage / trash / rubbish","muel","Natur, Umwelt & Tiere","","Bringst du bitte den Müll raus? Wir müssen den Müll trennen.","Can you please take out the garbage? We have to separate the garbage."
"302","die Mütze","Nomen","die","die Mützen","cap / beanie","muet-seh","Einkaufen, Geld & Konsum","","Haben Sie rote Mützen?","Do you have red caps?"
"303","der Nachbar","Nomen","der","die Nachbarn","neighbor (male)","nahkh-bahr","Wohnen, Haus & Haushalt","","Mein Nachbar kommt aus Brasilien und meine Nachbarin ist Italienerin. Die neuen Nachbarn sind sehr nett.","My male neighbor comes from Brazil and my female neighbor is Italian. The new neighbors are very nice."
"304","die Nachricht","Nomen","die","die Nachrichten","message / news","nahkh-rikht","Kommunikation, Medien & Sprache","","Ich sehe abends immer die Nachrichten im Fernsehen. Kommst du mit ins Kino? - Ich weiß es noch nicht. Ich schreibe dir später eine Nachricht. Sie haben keine neuen Nachrichten.","I always watch the news on TV in the evenings. Are you coming along to the cinema? - I don't know yet. I will write you a message later. You have no new messages."
"305","nass","Adjektiv","","","wet","nahs","Eigenschaften & Adjektive","trocken","Es hat schrecklich geregnet. Ich bin ganz nass geworden. Geh nicht mit den nassen Schuhen ins Wohnzimmer.","It rained terribly. I got completely wet. Do not go into the living room with wet shoes."
"306","die Natur","Nomen","die","","nature","nah-toor","Natur, Umwelt & Tiere","","Ich bin gern draußen in der Natur.","I like being outdoors in nature."
"307","natürlich","Andere","","","naturally / of course","nah-tuer-likh","Basiswortschatz & Floskeln","unnatürlich","Natürlich helfen wir dir. Kommst du auch wirklich zu meiner Party? – Natürlich.","Of course we will help you. Are you really coming to my party? – Of course."
"308","neben","Andere","","","next to / beside","nay-ben","Grammatik, Pronomen & Struktur","","Neben mir ist noch ein Platz frei. Darf ich mich neben dich setzen? Die Apotheke ist gleich links neben der Post.","There is still a free seat next to me. May I sit next to you? The pharmacy is just to the left next to the post office."
"309","nebenan","Andere","","","next door","nay-ben-ahn","Wohnen, Haus & Haushalt","","Das ist José. Er wohnt nebenan.","That is José. He lives next door."
"310","neblig","Adjektiv","","","foggy","nay-blig","Natur, Umwelt & Tiere","klar / sonnig","Fahr vorsichtig! Es ist neblig.","Drive carefully! It is foggy."
"311","nennen","Verb","","","to call / to name","nen-nen","Kommunikation, Medien & Sprache","","Mein Freund heißt Alexander, aber alle nennen ihn Alex. Wie nennt man dieses Gerät?","My friend is named Alexander, but everyone calls him Alex. What do you call this device?"
"312","nervös","Adjektiv","","","nervous","ner-voes","Gefühle, Charakter & Meinung","ruhig / entspannt","Bei Prüfungen bin ich immer sehr nervös.","During exams I am always very nervous."
"313","nett","Adjektiv","","","nice / kind","net","Gefühle, Charakter & Meinung","unfreundlich","Ich habe viele nette Kollegen. Vielen Dank! Das ist sehr nett von dir.","I have many nice colleagues. Thank you very much! That is very nice of you."
"314","niemand","Andere","","","nobody / no one","nee-mahnt","Grammatik, Pronomen & Struktur","jeder / alle","Hier ist niemand. Hier ist der Anrufbeantworter von Familie Klein. Leider ist im Moment niemand zu Hause.","Nobody is here. Here is the answering machine of the Klein family. Unfortunately nobody is at home at the moment."
"315","nirgends","Andere","","","nowhere / not anywhere","neer-gents","Basiswortschatz & Floskeln","überall","Hier kann man nirgends parken. Wo ist Stefan? Ich kann ihn nirgends sehen.","You cannot park anywhere here. Where is Stefan? I cannot see him anywhere."
"316","die Note","Nomen","die","die Noten","grade / mark / note","no-teh","Ausbildung, Schule & Studium","","Eva hat immer sehr gute Noten in Deutsch.","Eva always has very good grades in German."
"317","notieren","Verb","","","to note / to write down","no-tee-ren","Kommunikation, Medien & Sprache","","Notieren Sie bitte alle wichtigen Informationen.","Please note down all important information."
"318","die Notiz","Nomen","die","die Notizen","note","no-teets","Kommunikation, Medien & Sprache","","Schreib mir bitte eine Notiz. Haben Sie einen Notizzettel für mich?","Please write me a note. Do you have a notepad for me?"
"319","notwendig","Adjektiv","","","necessary","noht-ven-dig","Eigenschaften & Adjektive","unnötig","Muss ich noch einmal kommen? – Nein, das ist nicht notwendig.","Do I have to come again? – No, that is not necessary."
"320","die Nudel","Nomen","die","die Nudeln","noodle / pasta","noo-del","Essen, Kochen & Restaurant","","Möchten Sie lieber Reis oder Nudeln? – Lieber Nudeln, bitte.","Would you prefer rice or noodles? – Noodles, please."
"321","nächste","Andere","","","next","naekh-steh","Basiswortschatz & Floskeln","letzte","Sehen wir uns nächste Woche? Ihr nächster Termin ist in einem Monat. Bis nächstes Mal!","Are we seeing each other next week? Your next appointment is in a month. Until next time!"
"322","die Nähe","Nomen","die","","vicinity / nearness / proximity","nae-eh","Basiswortschatz & Floskeln","die Ferne","Die Post ist in der Nähe vom Bahnhof.","The post office is near the train station."
"323","nützlich","Adjektiv","","","useful","nuets-likh","Eigenschaften & Adjektive","nutzlos","Danke für den Tipp. Er war sehr nützlich.","Thank you for the tip. It was very useful."
"324","offen","Adjektiv","","","open","of-fen","Eigenschaften & Adjektive","geschlossen / zu","Ist das Fenster im Bad noch offen? Ich glaube, der Supermarkt ist jetzt noch offen.","Is the window in the bathroom still open? I think the supermarket is still open now."
"325","oft","Andere","","","often","oft","Uhrzeit, Datum & Kalender","selten / nie","Ich treffe mich oft mit meiner Freundin.","I often meet with my friend."
"326","ohne","Andere","","","without","oh-neh","Grammatik, Pronomen & Struktur","mit","Bitte einen Kaffee ohne Milch und Zucker. Schaffst du das auch ohne mich oder soll ich dir helfen?","A coffee without milk and sugar, please. Can you manage that without me or should I help you?"
"327","das Ohr","Nomen","das","die Ohren","ear","or","Gesundheit, Körper & Pflege","","Ich habe Ohrenschmerzen.","I have an earache."
"328","online","Andere","","","online","on-line","Kommunikation, Medien & Sprache","offline","Wann bist du wieder online? Ich habe hier kein Internet. Ich bin erst heute Abend wieder online. Sie können das Geld auch online überweisen.","When are you online again? I have no internet here. I will only be online again this evening. You can also transfer the money online."
"329","die Orange","Nomen","die","die Orangen","orange","o-rahn-zheh","Essen, Kochen & Restaurant","","Ich esse gern Orangen.","I like eating oranges."
"330","organisieren","Verb","","","to organize","or-gah-ni-zee-ren","Allgemeine Aktivitäten & Verben","","Frau Gomez organisiert unseren Ausflug. Hast du schon alles für deinen Urlaub organisiert?","Mrs. Gomez is organizing our trip. Have you already organized everything for your vacation?"
"331","das Paar","Nomen","das","die Paare","pair / couple","pahr","Person, Familie & Beziehungen","","Romeo und Julia sind ein Paar. Ich brauche ein Paar Schuhe.","Romeo and Juliet are a couple. I need a pair of shoes."
"332","packen","Verb","","","to pack","pahk-ken","Reise, Verkehr & Mobilität","auspacken","Ich muss noch meinen Koffer packen.","I still have to pack my suitcase."
"333","das Paket","Nomen","das","die Pakete","package / parcel","pah-keyt","Kommunikation, Medien & Sprache","","Bringst du bitte das Paket zur Post?","Can you please take the parcel to the post office?"
"334","das Parfüm","Nomen","das","die Parfüms","perfume","pahr-fuem","Gesundheit, Körper & Pflege","","Ich suche ein Parfum als Geschenk für meine Frau.","I am looking for a perfume as a gift for my wife."
"335","der Park","Nomen","der","die Parks","park","pahrk","Natur, Umwelt & Tiere","","Ich gehe gern im Park spazieren.","I like walking in the park."
"336","parken","Verb","","","to park","pahr-ken","Reise, Verkehr & Mobilität","","Darf ich hier parken? Hier ist Parken verboten.","May I park here? Parking is forbidden here."
"337","passen","Verb","","","to fit / to match","pahs-sen","Einkaufen, Geld & Konsum","","Der Pullover passt mir nicht mehr. Wann soll ich kommen? Passt es Ihnen morgen Abend? Passt das T-Shirt zu diesem Rock?","The sweater does not fit me anymore. When should I come? Does tomorrow evening suit you? Does the T-shirt go with this skirt?"
"338","passieren","Verb","","","to happen","pahs-see-ren","Reise, Verkehr & Mobilität","","Wie ist der Unfall passiert? Was ist passiert? Man hat mir die Brieftasche gestohlen. – Das ist mir auch schon passiert.","How did the accident happen? What happened? My wallet was stolen. - That has happened to me before too."
"339","das Passwort","Nomen","das","die Passwörter","password","pahs-vort","Kommunikation, Medien & Sprache","","Bitte schreiben Sie Ihr Passwort. Sie brauchen ein Passwort. Ich habe mein Passwort vergessen.","Please write your password. You need a password. I have forgotten my password."
"340","die Person","Nomen","die","die Personen","person","per-zohn","Person, Familie & Beziehungen","","Eintritt pro Person: 5 Euro.","Admission per person: 5 euros."
"341","das Pferd","Nomen","das","die Pferde","horse","pfairt","Natur, Umwelt & Tiere","","Amira liebt Pferde. Sie reitet seit zehn Jahren.","Amira loves horses. She has been riding for ten years."
"342","die Pflanze","Nomen","die","die Pflanzen","plant","pflahnt-seh","Natur, Umwelt & Tiere","","Können Sie sich bitte um unsere Pflanzen kümmern? Wir sind nächste Woche im Urlaub.","Can you please take care of our plants? We are on vacation next week."
"343","die Pizza","Nomen","die","die Pizzen","pizza","pit-sah","Essen, Kochen & Restaurant","","Mein Lieblingsessen ist Pizza. Eine Pizza mit viel Käse, bitte.","My favorite food is pizza. A pizza with a lot of cheese, please."
"344","das Plakat","Nomen","das","die Plakate","poster","plah-kaht","Kommunikation, Medien & Sprache","","Wir machen im Unterricht ein Plakat zum Thema „Essen und Trinken“.","We are making a poster in class on the topic of 'Eating and Drinking'."
"345","planen","Verb","","","to plan","plah-nen","Allgemeine Aktivitäten & Verben","","Wir haben geplant, diesmal im Urlaub nach Österreich zu fahren. Unser Familientreffen ist für Juni geplant.","We have planned to travel to Austria on vacation this time. Our family reunion is planned for June."
"346","plötzlich","Andere","","","suddenly / sudden","ploets-likh","Basiswortschatz & Floskeln","","Plötzlich war das Licht aus. Es war zuerst so schön. Plötzlich hat es angefangen zu regnen.","Suddenly the light was out. It was so beautiful at first. Suddenly it started to rain."
"347","die Portion","Nomen","die","die Portionen","portion","por-tsyon","Zahlen, Maße & Mengen","","Ich nehme eine kleine Portion Eis.","I am taking a small portion of ice cream."
"348","das Poster","Nomen","das","die Poster","poster","pos-ter","Wohnen, Haus & Haushalt","","Das Poster hängt über dem Bett.","The poster is hanging above the bed."
"349","die Postkarte","Nomen","die","die Postkarten","postcard","post-kar-teh","Kommunikation, Medien & Sprache","","Schreibst du mir eine Postkarte aus Kanada?","Are you writing me a postcard from Canada?"
"350","praktisch","Adjektiv","","","practical / handy","prahk-tish","Eigenschaften & Adjektive","unpraktisch","Mit meinem neuen Handy kann ich auch im Internet surfen und Fotos machen. Das finde ich sehr praktisch.","With my new mobile phone I can also surf the internet and take photos. I find that very practical."
"351","preiswert","Adjektiv","","","inexpensive / reasonably priced","price-vairt","Einkaufen, Geld & Konsum","teuer","Die Jacke ist sehr preiswert. Sie kostet nur 15 Euro.","The jacket is very reasonably priced. It costs only 15 euros."
"352","privat","Adjektiv","","","private","pree-vaht","Eigenschaften & Adjektive","öffentlich","Das ist meine Nummer im Büro und das ist meine private Handynummer. Dieser Strand ist privat. Wir dürfen hier nicht schwimmen gehen. Hey, du darfst die Mail nicht lesen! Sie ist privat.","That is my number in the office and that is my private mobile number. This beach is private. We are not allowed to go swimming here. Hey, you must not read the email! It is private."
"353","pro","Andere","","","per","pro","Basiswortschatz & Floskeln","","Das Zimmer kostet 100 Euro pro Nacht.","The room costs 100 euros per night."
"354","probieren","Verb","","","to try / to taste","pro-bee-ren","Essen, Kochen & Restaurant","","Möchten Sie den Käse probieren? Die Tür geht schwer auf. Probier mal!","Would you like to try the cheese? The door is hard to open. Try it!"
"355","das Produkt","Nomen","das","die Produkte","product","pro-dookt","Einkaufen, Geld & Konsum","","Unsere Produkte haben eine sehr hohe Qualität. Der Arzt sagt, ich soll keine fertigen Produkte essen.","Our products have a very high quality. The doctor says I should not eat ready-made products."
"356","das Programm","Nomen","das","die Programme","program / channel","pro-grahm","Kommunikation, Medien & Sprache","","Dieses Programm im Radio interessiert mich nicht. Was kommt heute im Kino? Hast du das Programm hier?","This program on the radio does not interest me. What is playing in the cinema today? Do you have the program here?"
"357","das Projekt","Nomen","das","die Projekte","project","pro-yekt","Arbeit, Beruf & Karriere","","Wir machen ein Projekt über Sehenswürdigkeiten in unserer Stadt.","We are doing a project about sights in our city."
"358","prüfen","Verb","","","to check / to examine","prue-fen","Arbeit, Beruf & Karriere","","Bitte prüfen Sie die Rechnung sofort.","Please check the bill immediately."
"359","der Pullover","Nomen","der","die Pullover","sweater / pullover","pool-lo-ver","Einkaufen, Geld & Konsum","","Ich muss mir einen Pullover kaufen.","I have to buy myself a sweater."
"360","putzen","Verb","","","to clean","poot-sen","Wohnen, Haus & Haushalt","schmutzig machen","Ich muss heute noch das Bad putzen.","I still have to clean the bathroom today."
"361","die Qualität","Nomen","die","die Qualitäten","quality","kva-li-tayt","Einkaufen, Geld & Konsum","der Preis","Dieser Fernseher hat eine gute Qualität. Ich finde die Qualität wichtiger als den Preis.","This television has a good quality. I find the quality more important than the price."
"362","das Quiz","Nomen","das","","quiz","kwiz","Freizeit, Hobbys & Unterhaltung","","Er schaut gern Quizsendungen an. Sie hat beim Quiz gewonnen.","He likes watching quiz shows. She won the quiz."
"363","das Radio","Nomen","das","die Radios","radio","rah-dee-o","Kommunikation, Medien & Sprache","","Ich höre im Auto gern Radio.","I like listening to the radio in the car."
"364","raten","Verb","","","to advise / to guess","rah-ten","Kommunikation, Medien & Sprache","","Ich weiß nicht, welches Handy ich kaufen soll. Was raten Sie mir? Rate mal, wen ich heute gesehen habe! Deinen Lehrer.","I don't know which mobile phone I should buy. What do you advise me? Guess who I saw today! Your teacher."
"365","das Rathaus","Nomen","das","die Rathäuser","town hall / city hall","raht-house","Staat, Gesellschaft & Dokumente","","Das Formular bekommen Sie im Rathaus. Sie müssen sich im Rathaus anmelden.","You get the form at the town hall. You have to register at the town hall."
"366","rechnen","Verb","","","to calculate / to do math","rekh-nen","Ausbildung, Schule & Studium","","Sarah kann gut rechnen.","Sarah can calculate well."
"367","recht haben","Verb","","","to be right","rekht hah-ben","Kommunikation, Medien & Sprache","sich irren","Du hast (nicht) recht.","You are (not) right."
"368","reden","Verb","","","to talk / to speak","ray-den","Kommunikation, Medien & Sprache","schweigen","Mit meiner Freundin kann ich über alles reden. Rede nicht so viel!","I can talk about everything with my girlfriend. Do not talk so much!"
"369","reich","Adjektiv","","","rich / wealthy","rykh","Eigenschaften & Adjektive","arm","Lotte ist reich. Sie hat sehr viel Geld.","Lotte is rich. She has a lot of money."
"370","der Reifen","Nomen","der","die Reifen","tire / tyre","ry-fen","Reise, Verkehr & Mobilität","","Ich brauche neue Reifen für mein Auto.","I need new tires for my car."
"371","die Reihe","Nomen","die","die Reihen","row / turn","ry-eh","Basiswortschatz & Floskeln","","Ich habe Karten für das Konzert. Wir sitzen in der dritten Reihe. Wer ist jetzt an der Reihe?","I have tickets for the concert. We are sitting in the third row. Whose turn is it now?"
"372","die Reinigung","Nomen","die","die Reinigungen","dry cleaner's / cleaning","ry-ni-goong","Einkaufen, Geld & Konsum","","Bringst du bitte die Bluse in die Reinigung? Man darf sie nicht in der Waschmaschine waschen.","Can you please take the blouse to the dry cleaner's? You must not wash it in the washing machine."
"373","reiten","Verb","","","to ride (a horse)","ry-ten","Freizeit, Hobbys & Unterhaltung","","Möchtest du reiten lernen?","Would you like to learn to ride?"
"374","renovieren","Verb","","","to renovate","re-no-vee-ren","Wohnen, Haus & Haushalt","","Wir renovieren das ganze Haus.","We are renovating the whole house."
"375","der Rentner","Nomen","der","die Rentner","pensioner / retiree (male)","rent-ner","Arbeit, Beruf & Karriere","","Mein Onkel arbeitet nicht mehr. Er ist Rentner.","My uncle does not work anymore. He is a pensioner."
"376","die Rentnerin","Nomen","die","die Rentnerinnen","pensioner / retiree (female)","rent-ne-rin","Arbeit, Beruf & Karriere","","Mein Onkel arbeitet nicht mehr. Er ist Rentner.","My uncle does not work anymore. He is a pensioner."
"377","reservieren","Verb","","","to reserve / to book","re-zer-vee-ren","Reise, Verkehr & Mobilität","stornieren","Reservieren Sie bitte ein Doppelzimmer. Ich möchte gern einen Tisch für fünf Personen reservieren.","Please reserve a double room. I would like to reserve a table for five people."
"378","der Rest","Nomen","der","die Reste","rest / remainder / change","rest","Zahlen, Maße & Mengen","alles","Hier sind 50 Euro. Den Rest gebe ich dir später. Es ist noch ein Rest Suppe da. Möchtest du noch?","Here are 50 euros. I will give you the rest later. There is still some soup left. Would you like some more?"
"379","das Rezept","Nomen","das","die Rezepte","recipe / prescription","re-tsept","Gesundheit, Körper & Pflege","","Dieser Kuchen schmeckt super! Kannst du mir bitte das Rezept geben? Dieses Medikament gibt es nur auf Rezept.","This cake tastes great! Can you please give me the recipe? This medication is only available on prescription."
"380","das Rind","Nomen","das","die Rinder","beef / cattle","rint","Essen, Kochen & Restaurant","das Schwein","Ich esse nur Fleisch vom Rind.","I only eat beef."
"381","der Ring","Nomen","der","die Ringe","ring","ring","Einkaufen, Geld & Konsum","","Ich habe meinen Ring verloren.","I have lost my ring."
"382","der Rock","Nomen","der","die Röcke","skirt","rok","Einkaufen, Geld & Konsum","die Hose","Der Rock ist zu eng.","The skirt is too tight."
"383","romantisch","Adjektiv","","","romantic","ro-mahn-tish","Eigenschaften & Adjektive","unromantisch","Dieser Film ist sehr romantisch. Meine Freundin ist total romantisch.","This film is very romantic. My girlfriend is totally romantic."
"384","die Rose","Nomen","die","die Rosen","rose","ro-zeh","Natur, Umwelt & Tiere","","Er schenkt seiner Freundin rote Rosen zum Geburtstag.","He gives his girlfriend red roses for her birthday."
"385","der Rucksack","Nomen","der","die Rucksäcke","backpack / rucksack","rook-zahk","Reise, Verkehr & Mobilität","","Ich brauche nicht viel. Ich nehme nur meinen Rucksack mit.","I do not need much. I am only taking my backpack with me."
"386","rufen","Verb","","","to call","roo-fen","Kommunikation, Medien & Sprache","","Ich habe die Kinder gerufen, aber sie haben mich nicht gehört. Wir haben sofort einen Arzt gerufen.","I called the children, but they did not hear me. We called a doctor immediately."
"387","die Ruhe","Nomen","die","","quiet / peace / rest","roo-eh","Gesundheit, Körper & Pflege","der Lärm","Ruhe, bitte! Hier in der Bibliothek darf man nicht laut sprechen. Meine Großmutter ist krank. Sie braucht viel Ruhe.","Quiet, please! You must not speak loudly here in the library. My grandmother is sick. She needs a lot of rest."
"388","rund","Adjektiv","","","round / around (approximately)","roont","Eigenschaften & Adjektive","eckig","Unser Wohnzimmertisch ist rund. Bis Berlin sind es noch rund 80 Kilometer.","Our living room table is round. It is still around 80 kilometers to Berlin."
"389","der Rundgang","Nomen","der","die Rundgänge","tour / walking tour","roont-gahng","Reise, Verkehr & Mobilität","","Der Rundgang durch das Schloss beginnt in wenigen Minuten.","The tour through the castle begins in a few minutes."
