der Konsum	consumption	Dienstleistungen & Behörden	Nomen
der Kontakt	contact	Ausbildung & Lernen	Nomen
das Konto	bank account	Dienstleistungen & Behörden	Nomen
die Kontrolle	control / inspection / check	Reise & Verkehr	Nomen
das Konzert	concert	Freizeit & Unterhaltung	Nomen
der Kopf	head	Gesundheit & Körper	Nomen
die Kopie	copy / photocopy	Arbeit & Beruf	Nomen
kopieren	to copy / to photocopy	Arbeit & Beruf	Verb
der Kopierer	copier / photocopier	Arbeit & Beruf	Nomen
korrekt	correct	Zeit, Maße & Basiswortschatz	Adjektiv
der Korridor	corridor / hallway	Wohnen & Haushalt	Nomen
die Kosten	costs / expenses	Einkaufen & Konsum	Nomen
kostenlos / kosten	free of charge / to cost	Einkaufen & Konsum	Verb
das Kostüm	costume / suit	Einkaufen & Konsum	Nomen
die Kraft	strength / power	Gesundheit & Körper	Nomen
das Kraftfahrzeug	motor vehicle	Reise & Verkehr	Nomen
das Kraftwerk	power plant / power station	Natur & Umwelt	Nomen
krank	sick / ill	Gesundheit & Körper	Adjektiv
der Kranke	sick person / patient (male)	Gesundheit & Körper	Nomen
die Kranke	sick person / patient (female)	Gesundheit & Körper	Nomen
das Krankenhaus	hospital	Gesundheit & Körper	Nomen
die Krankenkasse	health insurance (fund/company)	Gesundheit & Körper	Nomen
der Krankenpfleger	nurse (male)	Gesundheit & Körper	Nomen
der Krankenwagen	ambulance	Gesundheit & Körper	Nomen
kreativ	creative	Freizeit & Unterhaltung	Adjektiv
der Kredit	loan / credit	Dienstleistungen & Behörden	Nomen
die Kreditkarte	credit card	Dienstleistungen & Behörden	Nomen
der Kreis	circle	Zeit, Maße & Basiswortschatz	Nomen
das Kreuz	cross	Zeit, Maße & Basiswortschatz	Nomen
die Kreuzung	intersection / crossing	Reise & Verkehr	Nomen
der Krieg	war	Dienstleistungen & Behörden	Nomen
der Krimi	thriller / crime novel / crime film	Freizeit & Unterhaltung	Nomen
die Kriminalpolizei	criminal investigation department / CID	Dienstleistungen & Behörden	Andere
die Krise	crisis	Dienstleistungen & Behörden	Nomen
die Kritik	criticism / review	Ausbildung & Lernen	Nomen
kritisch	critical	Ausbildung & Lernen	Adjektiv
kräftig	strong / powerful / heartily	Zeit, Maße & Basiswortschatz	Adjektiv
der Kuchen	cake	Essen & Trinken	Nomen
die Kultur	culture	Ausbildung & Lernen	Nomen
kulturell	cultural	Ausbildung & Lernen	Adjektiv
der Kunde	customer / client (male)	Einkaufen & Konsum	Nomen
die Kundin	customer / client (female)	Einkaufen & Konsum	Nomen
die Kunst	art	Freizeit & Unterhaltung	Nomen
der Kunststoff	plastic / synthetic material	Einkaufen & Konsum	Nomen
der Kurs	course / class	Ausbildung & Lernen	Nomen
der Kursleiter	course instructor / teacher	Arbeit & Beruf	Nomen
die Kurve	curve / bend	Reise & Verkehr	Nomen
kurz	short / briefly	Zeit, Maße & Basiswortschatz	Adjektiv
der Kuss	kiss	Person & Familie	Nomen
das Kuvert	envelope	Ausbildung & Lernen	Nomen
die Kälte	cold / coldness	Natur & Umwelt	Nomen
der Käufer	buyer / purchaser	Einkaufen & Konsum	Nomen
die Köchin	cook / chef (female)	Arbeit & Beruf	Nomen
der König	king	Dienstleistungen & Behörden	Nomen
können	can / to be able to	Zeit, Maße & Basiswortschatz	Verb
die Küche	kitchen / cuisine	Wohnen & Haushalt	Nomen
kühl	cool	Natur & Umwelt	Adjektiv
der Kühlschrank	refrigerator / fridge	Essen & Trinken	Nomen
die Kündigung	notice of dismissal / resignation / termination	Arbeit & Beruf	Nomen
der Künstler	artist (male)	Arbeit & Beruf	Nomen
künstlich	artificial / artificially	Natur & Umwelt	Adjektiv
kürzlich	recently	Zeit, Maße & Basiswortschatz	Andere
küssen	to kiss	Person & Familie	Verb
die Küste	coast	Natur & Umwelt	Nomen
lachen	to laugh	Ausbildung & Lernen	Verb
der Laden	shop / store	Einkaufen & Konsum	Nomen
das Lager	warehouse / camp	Reise & Verkehr	Nomen
das Land	country / land	Dienstleistungen & Behörden	Nomen
landen (gelandet)	to land	Reise & Verkehr	Verb
die Landschaft	landscape / scenery	Natur & Umwelt	Nomen
die Landung	landing	Reise & Verkehr	Nomen
die Landwirtschaft	agriculture / farming	Natur & Umwelt	Nomen
lang	long	Zeit, Maße & Basiswortschatz	Adjektiv
die Langeweile	boredom	Person & Familie	Nomen
langsam	slow / slowly	Natur & Umwelt	Adjektiv
langweilig	boring	Person & Familie	Adjektiv
der Laster	truck / lorry	Reise & Verkehr	Nomen
laufen	to run / to walk / to function	Freizeit & Unterhaltung	Verb
das Laufwerk	disk drive / drive	Zeit, Maße & Basiswortschatz	Nomen
die Laune	mood / temper	Person & Familie	Nomen
laut	loud / noisy / according to	Ausbildung & Lernen	Adjektiv
der Lautsprecher	loudspeaker / speaker	Ausbildung & Lernen	Nomen
das Leben	life	Dienstleistungen & Behörden	Nomen
der Lebenslauf	curriculum vitae / CV / resume	Arbeit & Beruf	Nomen
die Lebensmittel	groceries / food	Essen & Trinken	Nomen
das Leder	leather	Einkaufen & Konsum	Nomen
ledig	single / unmarried	Person & Familie	Andere
leer legen	empty / to lay	Zeit, Maße & Basiswortschatz	Verb
die Lehre	apprenticeship / training	Arbeit & Beruf	Nomen
der Lehrer	teacher (male)	Arbeit & Beruf	Nomen
der Lehrling	apprentice / trainee	Arbeit & Beruf	Nomen
die Lehrstelle	apprenticeship / training position	Arbeit & Beruf	Nomen
leicht	light / easy	Zeit, Maße & Basiswortschatz	Adjektiv
leid tun	to be sorry	Ausbildung & Lernen	Verb
leihen	to lend / to borrow	Einkaufen & Konsum	Verb
leisten	to afford / to achieve	Einkaufen & Konsum	Verb
die Leistung	performance / achievement	Arbeit & Beruf	Nomen
der Leiter	director / manager / leader (male)	Arbeit & Beruf	Nomen
die Leiter	ladder	Wohnen & Haushalt	Nomen
die Leitung	management / line / pipe	Arbeit & Beruf	Nomen
der Lerner	learner	Ausbildung & Lernen	Nomen
der Leser	reader	Freizeit & Unterhaltung	Nomen
letzt- / die Leute (Pl.)	last / people	Dienstleistungen & Behörden	Andere
das Lexikon	encyclopedia / dictionary	Ausbildung & Lernen	Nomen
das Licht	light	Wohnen & Haushalt	Nomen
lieb	dear / kind / sweet	Person & Familie	Adjektiv
die Liebe	love	Person & Familie	Nomen
Lieblings- / das Lied	favorite / song	Freizeit & Unterhaltung	Andere
liefern (geliefert)	to deliver	Einkaufen & Konsum	Verb
die Lieferung	delivery	Einkaufen & Konsum	Nomen
der Lift	elevator / lift	Wohnen & Haushalt	Nomen
die Limonade	lemonade	Essen & Trinken	Nomen
die Linie	line	Reise & Verkehr	Nomen
link- / die Lippe	left / lip	Gesundheit & Körper	Nomen
links	on the left / to the left	Reise & Verkehr	Andere
die Liste	list	Einkaufen & Konsum	Nomen
die Literatur	literature	Ausbildung & Lernen	Nomen
das Loch	hole	Zeit, Maße & Basiswortschatz	Nomen
locker	loose / relaxed	Gesundheit & Körper	Adjektiv
das Lokal	pub / restaurant / bar	Essen & Trinken	Nomen
die Luft	air	Natur & Umwelt	Nomen
die Lust	desire / mood	Freizeit & Unterhaltung	Nomen
lustig machen	to make fun of / to be funny	Ausbildung & Lernen	Verb
die Länge	length	Zeit, Maße & Basiswortschatz	Nomen
längst	long ago / for a long time	Zeit, Maße & Basiswortschatz	Andere
der Lärm	noise	Natur & Umwelt	Nomen
der Löffel	spoon	Essen & Trinken	Nomen
die Lösung	solution	Ausbildung & Lernen	Nomen
die Lüge	lie	Ausbildung & Lernen	Nomen
der Magen	stomach	Gesundheit & Körper	Nomen
die Mahlzeit	meal	Essen & Trinken	Nomen
die Mahnung	reminder / warning	Dienstleistungen & Behörden	Nomen
mal	times / time / once	Zeit, Maße & Basiswortschatz	Andere
das Mal	time	Zeit, Maße & Basiswortschatz	Nomen
der Maler	painter	Arbeit & Beruf	Nomen
man	one / you / they	Ausbildung & Lernen	Andere
manch- / manchmal	some / sometimes	Zeit, Maße & Basiswortschatz	Andere
der Mangel	lack / shortage / defect	Zeit, Maße & Basiswortschatz	Nomen
die Mannschaft	team	Freizeit & Unterhaltung	Nomen
der Mantel	coat	Einkaufen & Konsum	Nomen
die Marille	apricot	Essen & Trinken	Nomen
die Marke	brand / stamp	Einkaufen & Konsum	Nomen
der Markt	market	Einkaufen & Konsum	Nomen
die Marmelade	jam / marmalade	Essen & Trinken	Nomen
die Maschine	machine / airplane	Reise & Verkehr	Nomen
das Material	material	Einkaufen & Konsum	Nomen
die Matura	high school diploma / A-levels (Austria/Switzerland)	Ausbildung & Lernen	Nomen
die Mauer	wall	Wohnen & Haushalt	Nomen
maximal	maximum / at most	Zeit, Maße & Basiswortschatz	Andere
der Mechaniker	mechanic	Arbeit & Beruf	Nomen
die Medien	media	Ausbildung & Lernen	Nomen
das Medikament	medicine / medication / drug	Gesundheit & Körper	Nomen
die Medizin	medicine	Gesundheit & Körper	Nomen
das Meer	sea / ocean	Natur & Umwelt	Nomen
das Mehl	flour	Essen & Trinken	Nomen
mehr	more	Zeit, Maße & Basiswortschatz	Andere
mehrere	several / multiple	Zeit, Maße & Basiswortschatz	Andere
die Mehrheit	majority	Dienstleistungen & Behörden	Nomen
die Mehrwertsteuer	value added tax / VAT	Dienstleistungen & Behörden	Nomen
meinetwegen	for my sake / as far as I'm concerned	Ausbildung & Lernen	Andere
die Meinung	opinion	Ausbildung & Lernen	Nomen
der Meister	master / champion	Arbeit & Beruf	Nomen
die Meldung	message / report / announcement	Ausbildung & Lernen	Nomen
die Menge	amount / quantity / lot	Zeit, Maße & Basiswortschatz	Nomen
die Mensa	university cafeteria / canteen	Essen & Trinken	Nomen
der Mensch	human / person	Dienstleistungen & Behörden	Nomen
menschlich	human / humane	Dienstleistungen & Behörden	Adjektiv
das Menü	menu / set meal	Essen & Trinken	Nomen
merkwürdig	strange / curious / odd	Zeit, Maße & Basiswortschatz	Adjektiv
die Messe	trade fair / exhibition	Arbeit & Beruf	Nomen
messen	to measure	Gesundheit & Körper	Verb
das Messer	knife	Essen & Trinken	Nomen
die Methode	method	Ausbildung & Lernen	Nomen
die Metropole	metropolis	Zeit, Maße & Basiswortschatz	Nomen
der Metzger	butcher	Einkaufen & Konsum	Nomen
die Miete	rent	Wohnen & Haushalt	Nomen
der Mieter	tenant	Wohnen & Haushalt	Nomen
der Migrant	migrant	Dienstleistungen & Behörden	Nomen
die Migrantin	migrant (female)	Dienstleistungen & Behörden	Nomen
die Migration	migration	Dienstleistungen & Behörden	Nomen
die Milch	milk	Essen & Trinken	Nomen
mild	mild / not spicy	Essen & Trinken	Adjektiv
die Minderheit	minority	Dienstleistungen & Behörden	Nomen
mindestens	at least	Zeit, Maße & Basiswortschatz	Andere
das Mineralwasser	mineral water	Essen & Trinken	Nomen
mischen	to mix	Zeit, Maße & Basiswortschatz	Verb
mit	with	Zeit, Maße & Basiswortschatz	Andere
der Mitarbeiter	employee / coworker	Arbeit & Beruf	Nomen
miteinander	with each other / together	Ausbildung & Lernen	Andere
das Mitglied	member	Dienstleistungen & Behörden	Nomen
die Mitte	middle / center	Natur & Umwelt	Nomen
das Mittel	means / remedy / medicine	Gesundheit & Körper	Nomen
mittler- / mittlerweile	middle / meanwhile	Zeit, Maße & Basiswortschatz	Andere
die Mobilität	mobility	Reise & Verkehr	Nomen
das Mobiltelefon	mobile phone / cell phone	Ausbildung & Lernen	Nomen
die Mode	fashion / trend	Einkaufen & Konsum	Nomen
das Modell	model	Zeit, Maße & Basiswortschatz	Nomen
modern / mögen	modern / to like	Person & Familie	Verb
der Moment	moment	Zeit, Maße & Basiswortschatz	Nomen
der Mond	moon	Natur & Umwelt	Nomen
der Monitor	monitor / screen	Zeit, Maße & Basiswortschatz	Nomen
der Motor	motor / engine	Reise & Verkehr	Nomen
das Motorrad	motorcycle	Reise & Verkehr	Nomen
der Mund	mouth	Gesundheit & Körper	Nomen
das Museum	museum	Freizeit & Unterhaltung	Nomen
die Musik	music	Freizeit & Unterhaltung	Nomen
musikalisch	musical / musically	Freizeit & Unterhaltung	Adjektiv
der Musiker	musician (male)	Arbeit & Beruf	Nomen
der Muskel	muscle	Gesundheit & Körper	Nomen
der Mut	courage / bravery	Person & Familie	Nomen
mutig	brave / courageous	Person & Familie	Adjektiv
die Mutter	mother	Person & Familie	Nomen
die Muttersprache	native language / mother tongue	Ausbildung & Lernen	Nomen
das Mädchen	girl	Person & Familie	Nomen
männlich	male / masculine	Person & Familie	Adjektiv
das Märchen	fairy tale	Freizeit & Unterhaltung	Nomen
das Möbel	piece of furniture / furniture	Wohnen & Haushalt	Nomen
möglich	possible	Zeit, Maße & Basiswortschatz	Adjektiv
die Möglichkeit	possibility / opportunity	Ausbildung & Lernen	Nomen
möglichst	as ... as possible / preferably	Zeit, Maße & Basiswortschatz	Andere
die Möhre	carrot	Essen & Trinken	Nomen
müde	tired	Gesundheit & Körper	Adjektiv
die Mühe	effort / trouble	Person & Familie	Nomen
der Müll	garbage / trash	Wohnen & Haushalt	Nomen
die Müllabfuhr	garbage collection	Wohnen & Haushalt	Nomen
die Mülltonne	garbage can / trash can	Wohnen & Haushalt	Nomen
mündlich	oral / orally	Ausbildung & Lernen	Adjektiv
die Münze	coin	Dienstleistungen & Behörden	Nomen
das Müsli / Müesli	muesli / granola / cereal	Essen & Trinken	Nomen
müssen	to have to / must	Zeit, Maße & Basiswortschatz	Verb
der Nachbar	neighbor (male)	Wohnen & Haushalt	Nomen
die Nachbarin	neighbor (female)	Wohnen & Haushalt	Nomen
nachdem / nachdenken	after / to think about	Person & Familie	Verb
die Nachfrage	demand	Einkaufen & Konsum	Nomen
nachher	afterwards / later	Zeit, Maße & Basiswortschatz	Andere
die Nachhilfe	private tutoring / extra tuition	Ausbildung & Lernen	Nomen
die Nachricht	message / news	Ausbildung & Lernen	Nomen
die Nachspeise	dessert	Essen & Trinken	Nomen
der Nachwuchs	offspring / new generation	Dienstleistungen & Behörden	Nomen
die Nadel	needle	Arbeit & Beruf	Nomen
der Nagel	nail	Wohnen & Haushalt	Nomen
das Nahrungsmittel	food / foodstuff	Essen & Trinken	Nomen
die Nase	nose	Gesundheit & Körper	Nomen
nass / national / die Natur	wet / national / nature	Natur & Umwelt	Andere
natürlich	naturally / of course	Ausbildung & Lernen	Andere
der Nebel	fog / mist	Natur & Umwelt	Nomen
neben	next to / beside	Natur & Umwelt	Andere
nebenan	next door	Wohnen & Haushalt	Andere
nebenbei	on the side / incidentally	Arbeit & Beruf	Andere
der Neffe	nephew	Person & Familie	Nomen
negativ / nehmen	negative / to take	Zeit, Maße & Basiswortschatz	Verb
nennen	to name / to call	Ausbildung & Lernen	Verb
der Nerv	nerve	Gesundheit & Körper	Nomen
nervös	nervous	Person & Familie	Adjektiv
nett	nice / kind	Person & Familie	Adjektiv
das Netz	net / network	Zeit, Maße & Basiswortschatz	Nomen
das Netzwerk	network	Ausbildung & Lernen	Nomen
neu	new	Zeit, Maße & Basiswortschatz	Adjektiv
neugierig	curious	Person & Familie	Adjektiv
die Neuigkeit	piece of news / news	Ausbildung & Lernen	Nomen
neulich	recently / the other day	Zeit, Maße & Basiswortschatz	Andere
nicht	not	Ausbildung & Lernen	Andere
die Nichte	niece	Person & Familie	Nomen
der Nichtraucher	non-smoker	Gesundheit & Körper	Nomen
nichts	nothing	Ausbildung & Lernen	Andere
nie	never	Zeit, Maße & Basiswortschatz	Andere
niedrig	low	Zeit, Maße & Basiswortschatz	Adjektiv
niemand	nobody / no one	Person & Familie	Andere
nirgends	nowhere	Natur & Umwelt	Andere
nirgendwo	nowhere	Natur & Umwelt	Andere
noch	still / yet	Zeit, Maße & Basiswortschatz	Andere
noch mal	again / once more	Zeit, Maße & Basiswortschatz	Andere
nochmals	again / once more	Ausbildung & Lernen	Andere
die Nordsee / die Ostsee	North Sea / Baltic Sea	Natur & Umwelt	Nomen
normal	normal	Zeit, Maße & Basiswortschatz	Adjektiv
normalerweise	normally / usually	Zeit, Maße & Basiswortschatz	Andere
die Notaufnahme	emergency room / ER	Gesundheit & Körper	Nomen
der Notausgang	emergency exit	Wohnen & Haushalt	Nomen
die Note	grade / note (musical)	Ausbildung & Lernen	Nomen
der Notfall	emergency	Gesundheit & Körper	Nomen
notieren	to note / to write down	Arbeit & Beruf	Verb
notieren	to note / to write down	Arbeit & Beruf	Verb
die Notiz	note	Arbeit & Beruf	Nomen
der Notruf	emergency call	Gesundheit & Körper	Nomen
notwendig	necessary / required	Zeit, Maße & Basiswortschatz	Adjektiv
die Nudel	noodle / pasta	Essen & Trinken	Nomen
die Nummer	number	Zeit, Maße & Basiswortschatz	Nomen
nun	now / well	Ausbildung & Lernen	Andere
nur / nutzen	only / to use	Zeit, Maße & Basiswortschatz	Verb
nächst- / der Nachteil	next / disadvantage	Zeit, Maße & Basiswortschatz	Andere
die Nähe	vicinity / proximity / closeness	Natur & Umwelt	Nomen
nähen (genäht)	to sew	Einkaufen & Konsum	Verb
nämlich	namely / you see / because	Ausbildung & Lernen	Andere
nötig	necessary	Zeit, Maße & Basiswortschatz	Adjektiv
nützlich	useful	Zeit, Maße & Basiswortschatz	Adjektiv
oben	upstairs / above / at the top	Natur & Umwelt	Andere
ober- / der Ober	upper / waiter	Arbeit & Beruf	Andere
der/das (Schlag-)Obers	whipped cream (Austrian)	Essen & Trinken	Nomen
das Obst	fruit	Essen & Trinken	Nomen
obwohl	although / even though	Ausbildung & Lernen	Andere
oder	or	Ausbildung & Lernen	Andere
der Ofen / der Backofen	oven	Essen & Trinken	Nomen
offen	open	Wohnen & Haushalt	Adjektiv
offenbar	apparently / obvious	Ausbildung & Lernen	Andere
offiziell	official	Dienstleistungen & Behörden	Adjektiv
ohne	without	Zeit, Maße & Basiswortschatz	Andere
das Ohr	ear	Gesundheit & Körper	Nomen
die Oma	grandma / grandmother	Person & Familie	Nomen
der Onkel	uncle	Person & Familie	Nomen
die Oper	opera	Freizeit & Unterhaltung	Nomen
die Operation	operation / surgery	Gesundheit & Körper	Nomen
das Opfer	victim / sacrifice	Dienstleistungen & Behörden	Nomen
die Orange	orange	Essen & Trinken	Nomen
das Orchester	orchestra	Freizeit & Unterhaltung	Nomen
ordentlich	tidy / neat / orderly	Zeit, Maße & Basiswortschatz	Adjektiv
die Ordination	doctor's office / surgery (Austrian)	Gesundheit & Körper	Nomen
die Ordination	consultation hours (Austrian)	Gesundheit & Körper	Nomen
der Ordner	folder / binder	Arbeit & Beruf	Nomen
die Organisation	organization	Arbeit & Beruf	Nomen
das Original	original / original copy	Arbeit & Beruf	Nomen
original	original	Zeit, Maße & Basiswortschatz	Adjektiv
der Ort	place / location / town	Reise & Verkehr	Nomen
der Ozean	ocean	Reise & Verkehr	Nomen
das Paar	pair / couple	Einkaufen & Konsum	Nomen
packen	to pack	Reise & Verkehr	Verb
das Paket	parcel / package	Ausbildung & Lernen	Nomen
die Panne	breakdown / mishap / puncture	Reise & Verkehr	Nomen
das Papier	paper	Arbeit & Beruf	Nomen
der Paradeiser	tomato (Austrian)	Essen & Trinken	Nomen
parallel	parallel	Natur & Umwelt	Adjektiv
das Parfüm	perfume	Gesundheit & Körper	Nomen
der Park	park	Natur & Umwelt	Nomen
parken	to park	Reise & Verkehr	Verb
der Partner	partner (male)	Arbeit & Beruf	Nomen
die Party	party	Freizeit & Unterhaltung	Nomen
der Pass	passport	Reise & Verkehr	Nomen
der Passagier	passenger (male)	Reise & Verkehr	Nomen
die Passagierin	passenger (female)	Reise & Verkehr	Nomen
passiv	passive	Reise & Verkehr	Adjektiv
der Patient	patient (male)	Gesundheit & Körper	Nomen
die Patientin	patient (female)	Gesundheit & Körper	Nomen
pauschal	all-inclusive / flat rate	Reise & Verkehr	Adjektiv
die Pause	break / pause	Arbeit & Beruf	Nomen
das Pech	bad luck	Person & Familie	Nomen
peinlich	embarrassing / awkward	Person & Familie	Adjektiv
die Pension	pension / retirement / guesthouse	Reise & Verkehr	Nomen
die Pension	pension / retirement / guesthouse	Reise & Verkehr	Nomen
der Pfeffer	pepper	Essen & Trinken	Nomen
die Pflanze	plant	Natur & Umwelt	Nomen
das Pflaster	band-aid / plaster	Gesundheit & Körper	Nomen
der Pfleger	male nurse / caregiver / carer	Gesundheit & Körper	Nomen
die Pflicht	duty / obligation	Dienstleistungen & Behörden	Nomen
die Phantasie / Fantasie	imagination / fantasy	Person & Familie	Nomen
das Picknick	picnic	Essen & Trinken	Nomen
die Pille	pill	Gesundheit & Körper	Nomen
der Pilz	mushroom	Essen & Trinken	Nomen
die Pizza	pizza	Essen & Trinken	Nomen
das Plakat	poster	Ausbildung & Lernen	Nomen
der Plan	plan / map	Reise & Verkehr	Nomen
die Planung	planning	Arbeit & Beruf	Nomen
das Plastik	plastic	Einkaufen & Konsum	Nomen
der Platz	place / space / seat / square	Wohnen & Haushalt	Nomen
plötzlich	sudden / suddenly	Zeit, Maße & Basiswortschatz	Adjektiv
die Politik	politics / policy	Dienstleistungen & Behörden	Nomen
der Politiker	politician (male)	Arbeit & Beruf	Nomen
politisch	political	Dienstleistungen & Behörden	Adjektiv
die Polizei	police	Dienstleistungen & Behörden	Nomen
der Polizist	policeman / police officer	Arbeit & Beruf	Nomen
die Polizistin	policewoman / female police officer	Arbeit & Beruf	Nomen
die Pommes (frites)	french fries / chips	Essen & Trinken	Nomen
populär	popular	Freizeit & Unterhaltung	Adjektiv
das Portemonnaie / das Portmonee	wallet / purse	Einkaufen & Konsum	Nomen
die Portion	portion / serving	Essen & Trinken	Nomen
positiv	positive	Person & Familie	Adjektiv
die Post	post office / mail	Ausbildung & Lernen	Nomen
die Postleitzahl	postal code / zip code	Ausbildung & Lernen	Nomen
das Poulet	chicken (Swiss)	Essen & Trinken	Nomen
der Praktikant	intern (male)	Arbeit & Beruf	Nomen
die Praktikantin	intern (female)	Arbeit & Beruf	Nomen
das Praktikum	internship / practical training	Arbeit & Beruf	Nomen
praktisch	practical / practically	Wohnen & Haushalt	Adjektiv
die Praxis	practice	Arbeit & Beruf	Nomen
die Praxis	doctor's office / surgery / practice	Gesundheit & Körper	Nomen
der Preis	price / prize	Einkaufen & Konsum	Nomen
preiswert	inexpensive / good value / cheap	Einkaufen & Konsum	Adjektiv
die Presse	press	Ausbildung & Lernen	Nomen
prima	great / excellent / fantastic	Person & Familie	Adjektiv
privat	private / privately	Person & Familie	Adjektiv
pro / probieren	per / to try / to taste	Essen & Trinken	Verb
das Problem	problem	Ausbildung & Lernen	Nomen
das Produkt	product	Einkaufen & Konsum	Nomen
die Produktion	production	Arbeit & Beruf	Nomen
der Professor	professor (male)	Arbeit & Beruf	Nomen
die Professorin	professor (female)	Arbeit & Beruf	Nomen
der Profi	professional / pro	Arbeit & Beruf	Nomen
der Profisportler	professional athlete (male)	Arbeit & Beruf	Nomen
das Programm	program	Zeit, Maße & Basiswortschatz	Nomen
das Projekt	project	Arbeit & Beruf	Nomen
der Prospekt	brochure / leaflet / prospectus	Einkaufen & Konsum	Nomen
Prost / protestieren	cheers / to protest	Dienstleistungen & Behörden	Verb
der Protest	protest	Dienstleistungen & Behörden	Nomen
der Prozess	trial / process	Dienstleistungen & Behörden	Nomen
die Präsentation	presentation	Arbeit & Beruf	Nomen
die Präsentation	presentation	Arbeit & Beruf	Nomen
präsentieren	to present	Arbeit & Beruf	Verb
prüfen (geprüft)	to check / to examine	Arbeit & Beruf	Verb
die Prüfung	exam / test	Ausbildung & Lernen	Nomen
das Publikum	audience / public	Freizeit & Unterhaltung	Nomen
der Pullover	sweater / pullover	Einkaufen & Konsum	Nomen
die Puppe	doll	Freizeit & Unterhaltung	Nomen
der Pöstler	postman / mail carrier (Swiss German)	Arbeit & Beruf	Nomen
der Pöstler	postman / mailman (Swiss)	Arbeit & Beruf	Nomen
pünktlich	punctual / on time	Zeit, Maße & Basiswortschatz	Adjektiv
die Qualifikation	qualification	Arbeit & Beruf	Nomen
die Qualität	quality	Einkaufen & Konsum	Nomen
das Quartier	quarter / neighborhood (Swiss)	Wohnen & Haushalt	Nomen
quer	across / diagonally	Reise & Verkehr	Andere
die Quittung	receipt	Einkaufen & Konsum	Nomen
das Quiz	quiz	Freizeit & Unterhaltung	Nomen
der Rabatt	discount	Einkaufen & Konsum	Nomen
das Rad	wheel / tire	Reise & Verkehr	Nomen
das Rad	bicycle / bike	Reise & Verkehr	Nomen
der Radfahrer	cyclist	Reise & Verkehr	Nomen
das Radio	radio	Freizeit & Unterhaltung	Nomen
der (Schlag-)Rahm	whipped cream (Swiss)	Essen & Trinken	Nomen
der Rand	edge / outskirts / border	Natur & Umwelt	Nomen
der Rasen	lawn / grass	Natur & Umwelt	Nomen
der Rat	advice / council	Ausbildung & Lernen	Nomen
der Ratschlag	piece of advice / suggestion	Ausbildung & Lernen	Nomen
der Raucher	smoker	Gesundheit & Körper	Nomen
der Raum	room / space	Wohnen & Haushalt	Nomen
die Reaktion	reaction	Person & Familie	Nomen
realistisch	realistic	Wohnen & Haushalt	Adjektiv
die Realität	reality	Zeit, Maße & Basiswortschatz	Nomen
die Recherche	research / investigation	Arbeit & Beruf	Nomen
der Rechner	computer / calculator	Arbeit & Beruf	Nomen
das Recht	right / law	Dienstleistungen & Behörden	Nomen
recht	all right / right	Ausbildung & Lernen	Andere
recht-	right (side)	Natur & Umwelt	Adjektiv
rechtlich	legal / legally	Dienstleistungen & Behörden	Adjektiv
rechts	on the right / to the right	Natur & Umwelt	Andere
rechtzeitig / reden	on time / to talk	Ausbildung & Lernen	Verb
die Rede	speech	Arbeit & Beruf	Nomen
das Referat	presentation / paper / report	Ausbildung & Lernen	Nomen
die Reform	reform	Dienstleistungen & Behörden	Nomen
das Regal	shelf / bookshelf	Wohnen & Haushalt	Nomen
die Regel	rule	Dienstleistungen & Behörden	Nomen
regelmäßig / regeln	regularly / to regulate	Reise & Verkehr	Verb
der Regen	rain	Natur & Umwelt	Nomen
die Region	region	Zeit, Maße & Basiswortschatz	Nomen
regional	regional	Zeit, Maße & Basiswortschatz	Adjektiv
reich / reichen	rich / to be enough / to reach	Dienstleistungen & Behörden	Verb
reif	ripe / mature	Essen & Trinken	Adjektiv
der Reifen	tire	Reise & Verkehr	Nomen
die Reihenfolge	order / sequence	Zeit, Maße & Basiswortschatz	Nomen
rein / reinigen	pure / to clean	Zeit, Maße & Basiswortschatz	Verb
die Reinigung	dry cleaner's / cleaning	Dienstleistungen & Behörden	Nomen
der Reis	rice	Essen & Trinken	Nomen
die Reise	journey / trip	Reise & Verkehr	Nomen
das Reisebüro	travel agency	Reise & Verkehr	Nomen
die Reklame	advertisement / commercial	Einkaufen & Konsum	Nomen
der Rekord	record	Freizeit & Unterhaltung	Nomen
relativ	relative / relatively	Zeit, Maße & Basiswortschatz	Adjektiv
die Religion	religion	Freizeit & Unterhaltung	Nomen
die Rente	pension / retirement	Arbeit & Beruf	Nomen
die Reparatur	repair	Dienstleistungen & Behörden	Nomen
die Reportage	report / documentary	Zeit, Maße & Basiswortschatz	Nomen
der Reporter	reporter (male)	Arbeit & Beruf	Nomen
die Reservierung	reservation	Reise & Verkehr	Nomen
der Respekt	respect	Person & Familie	Nomen
der Rest	rest / remainder	Zeit, Maße & Basiswortschatz	Nomen
das Restaurant	restaurant	Essen & Trinken	Nomen
das Rezept	recipe / prescription	Essen & Trinken	Nomen
die Rezeption / Reception	reception	Reise & Verkehr	Nomen
der Richter	judge	Dienstleistungen & Behörden	Nomen
richtig	right / correct	Zeit, Maße & Basiswortschatz	Adjektiv
die Richtung	direction	Natur & Umwelt	Nomen
riesig	huge / enormous	Zeit, Maße & Basiswortschatz	Adjektiv
das Rind	beef / cattle	Essen & Trinken	Nomen
der Ring	ring	Einkaufen & Konsum	Nomen
das Risiko	risk	Dienstleistungen & Behörden	Nomen
der Rock	skirt	Einkaufen & Konsum	Nomen
